a01	a02	a03	a04	a05	a06	a07	a08	a09	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a30	a31	a32	a33	a34	class
1.00	0.00	0.94	0.28	0.80	0.53	0.58	0.73	0.35	0.81	0.11	0.90	-0.20	0.89	-0.40	0.82	-0.59	0.63	-0.76	0.40	-0.81	0.19	-0.81	-0.04	-0.75	-0.27	-0.63	-0.46	-0.46	-0.61	-0.26	-0.71	-0.09	-0.71	g
1.00	0.00	0.90	0.35	0.67	0.62	0.44	0.94	-0.04	0.81	-0.23	0.75	-0.25	0.49	-0.57	0.28	-0.67	0.11	-0.47	-0.06	-0.81	-0.06	-0.33	-0.48	-0.13	-0.54	0.07	-0.52	0.24	-0.43	0.37	-0.30	0.43	0.13	g
1.00	0.00	0.29	0.10	0.23	0.17	0.04	0.34	0.12	0.26	0.06	0.21	-0.05	0.13	-0.06	0.08	-0.06	0.04	-0.05	0.01	-0.04	0.00	-0.03	-0.01	-0.02	-0.02	-0.01	-0.01	0.00	-0.01	0.00	-0.01	0.00	-0.01	g
1.00	0.00	0.58	-0.36	1.00	0.35	0.75	-0.01	0.83	0.19	0.50	-0.28	0.66	0.06	0.70	0.15	0.72	-0.43	0.76	0.05	0.67	0.20	0.85	-0.41	0.65	-0.05	0.57	-0.11	0.53	-0.13	0.16	-0.12	0.45	-0.10	g
1.00	0.00	0.84	0.13	0.72	0.06	0.66	0.08	0.24	0.13	0.44	0.20	0.49	0.13	0.45	0.14	0.29	0.03	0.48	0.16	0.33	0.15	0.29	0.15	0.26	0.15	0.24	0.14	0.26	0.16	0.19	0.14	0.17	0.13	g
1.00	0.00	0.94	0.12	0.86	0.01	0.85	0.02	0.77	0.00	0.84	0.11	0.83	0.03	0.83	0.04	0.75	0.02	0.80	0.02	0.81	0.05	0.80	0.05	0.77	0.02	0.79	0.06	0.86	0.09	0.78	0.07	0.77	0.08	g
1.00	0.00	0.87	0.04	0.80	0.18	0.99	0.29	0.89	-0.08	0.89	-0.02	0.90	-0.27	0.89	0.20	0.89	-0.05	0.84	-0.01	0.98	-0.34	0.79	-0.25	0.87	-0.09	0.86	-0.03	0.79	-0.04	0.76	0.22	0.88	0.09	g
1.00	0.00	0.75	0.03	0.99	0.10	0.76	0.13	0.74	-0.09	0.96	0.02	0.98	0.00	0.96	0.10	0.91	0.04	0.71	0.03	0.81	-0.08	1.00	0.00	0.72	-0.01	0.82	0.03	0.72	-0.01	0.90	0.11	0.73	0.03	g
1.00	0.00	0.47	0.20	0.06	-0.18	0.62	0.01	0.46	-0.04	0.57	0.02	0.45	0.28	0.72	-0.04	0.56	0.12	0.41	0.12	0.53	0.03	0.51	-0.11	0.48	-0.02	0.47	0.03	0.54	0.25	0.32	-0.14	0.35	0.00	g
1.00	0.00	0.60	0.15	0.70	-0.14	0.85	-0.14	0.81	0.02	0.50	0.03	0.67	-0.05	0.81	-0.14	0.51	-0.24	0.82	-0.14	0.70	0.00	0.33	0.06	0.56	-0.33	0.61	-0.17	0.53	-0.02	0.54	-0.31	0.67	-0.22	g
1.00	0.00	0.85	-0.03	0.86	-0.08	0.82	0.00	0.74	-0.08	0.72	-0.14	0.75	-0.12	0.77	-0.19	0.78	-0.21	0.62	-0.10	0.79	-0.16	0.89	-0.03	0.85	-0.26	0.74	-0.23	0.66	-0.22	0.73	-0.38	0.66	-0.25	g
1.00	0.00	0.88	-0.08	0.83	0.07	0.85	0.04	0.77	-0.02	0.77	-0.06	0.82	-0.11	0.68	-0.01	0.88	-0.21	0.83	0.03	0.86	-0.06	0.97	-0.28	0.85	-0.19	0.84	-0.10	0.86	-0.03	0.79	-0.11	0.79	-0.01	g
1.00	0.00	0.75	-0.13	0.54	0.17	0.73	0.09	0.70	-0.11	0.67	-0.24	0.88	-0.19	0.74	0.04	0.63	0.00	0.64	-0.12	0.79	-0.25	0.66	-0.29	0.67	-0.10	0.62	-0.12	0.60	-0.21	0.38	0.07	0.61	-0.01	g
1.00	0.00	0.47	0.11	0.59	0.01	0.55	0.07	0.48	-0.14	0.53	0.01	0.64	-0.16	0.68	-0.03	0.55	-0.14	0.53	-0.05	0.48	-0.20	0.51	-0.14	0.41	-0.20	0.54	-0.11	0.60	-0.03	0.54	-0.12	0.56	-0.04	g
1.00	0.00	0.88	0.27	0.72	0.43	0.62	0.64	0.39	0.91	0.10	0.96	-0.20	0.89	-0.36	0.77	-0.65	0.62	-0.79	0.46	-0.82	0.19	-0.84	-0.08	-0.78	-0.26	-0.68	-0.46	-0.55	-0.61	-0.31	-0.67	-0.19	-0.76	g
1.00	0.00	0.93	0.29	0.80	0.56	0.60	0.72	0.26	0.93	0.05	0.97	-0.23	0.95	-0.56	0.81	-0.73	0.62	-0.91	0.36	-0.92	0.06	-0.94	-0.20	-0.83	-0.47	-0.65	-0.70	-0.41	-0.86	-0.14	-0.94	0.10	-0.95	g
1.00	0.00	0.88	0.31	0.73	0.58	0.34	0.59	0.06	1.00	-0.09	0.92	-0.62	0.72	-0.70	0.33	-0.81	0.41	-1.00	-0.01	-0.79	-0.41	-0.77	-0.45	-0.57	-0.68	-0.32	-0.82	-0.03	-0.87	0.25	-0.82	0.00	-0.82	g
1.00	0.00	0.83	0.29	0.69	0.48	0.49	0.68	0.22	0.87	-0.08	0.85	-0.36	0.78	-0.53	0.58	-0.70	0.31	-0.76	0.04	-0.71	-0.15	-0.58	-0.39	-0.37	-0.53	-0.17	-0.61	0.08	-0.61	0.25	-0.48	0.41	-0.35	g
1.00	0.00	0.93	0.33	0.76	0.62	0.49	0.84	0.22	0.95	-0.14	0.96	-0.47	0.84	-0.71	0.65	-0.87	0.37	-0.92	0.06	-0.90	-0.26	-0.74	-0.54	-0.51	-0.75	-0.22	-0.86	0.08	-0.87	0.36	-0.78	0.59	-0.60	g
1.00	0.00	0.83	0.31	0.66	0.58	0.35	0.71	0.17	0.79	-0.19	0.80	-0.42	0.67	-0.68	0.48	-0.75	0.19	-0.72	-0.05	-0.62	-0.28	-0.49	-0.53	-0.27	-0.66	-0.02	-0.70	0.23	-0.64	0.43	-0.51	0.65	-0.30	g
1.00	0.00	0.98	-0.03	0.98	-0.04	1.00	-0.08	0.99	0.01	0.95	-0.03	0.99	-0.07	0.99	-0.07	0.97	-0.10	0.97	-0.12	0.99	-0.05	0.95	-0.09	0.97	-0.08	0.97	-0.13	0.93	-0.15	0.97	-0.16	0.97	-0.19	g
1.00	0.00	0.94	-0.02	0.94	0.01	0.95	-0.01	0.96	-0.01	0.95	-0.04	0.97	-0.02	0.97	-0.04	0.95	-0.04	0.95	-0.05	0.94	-0.02	0.93	-0.04	0.92	-0.04	0.93	-0.06	0.90	-0.07	0.92	-0.07	0.92	-0.07	g
1.00	0.00	0.97	-0.14	0.91	0.00	0.97	-0.17	0.99	0.18	0.92	0.00	0.94	-0.08	0.91	0.00	0.87	-0.09	0.97	-0.21	1.00	0.10	0.92	-0.05	0.92	0.07	0.94	-0.09	0.97	-0.20	0.85	-0.09	0.97	-0.22	g
1.00	0.00	0.53	-0.03	0.95	0.08	0.53	-0.17	0.31	-0.02	0.51	-0.14	0.64	0.29	0.83	-0.36	0.54	0.02	0.56	0.03	0.59	0.31	0.86	0.05	0.41	0.15	0.67	0.00	0.66	-0.03	0.83	-0.15	0.76	-0.10	g
1.00	0.00	0.33	-0.25	0.44	0.22	0.39	0.17	0.42	0.14	0.50	-0.11	0.55	-0.08	0.58	0.33	0.56	0.03	0.25	-0.19	0.47	-0.06	0.53	-0.03	0.39	0.08	0.42	-0.14	0.19	-0.14	0.37	-0.15	0.08	-0.50	g
1.00	0.00	0.51	1.00	1.00	0.54	0.71	0.81	0.46	0.46	0.33	1.00	0.21	1.00	-0.17	1.00	-0.33	0.99	-0.61	1.00	-0.53	0.72	-0.88	0.48	-1.00	0.35	-1.00	0.10	-1.00	-0.17	-1.00	-0.42	-0.92	-0.66	g
1.00	0.00	0.76	0.50	0.84	0.54	0.55	0.72	0.35	0.71	0.13	0.95	-0.10	0.94	-0.38	0.82	-0.53	0.71	-0.68	0.68	-0.70	0.25	-0.79	0.03	-0.99	-0.29	-0.70	-0.33	-0.63	-0.19	-0.34	-0.60	-0.20	-0.63	g
1.00	0.00	0.84	0.43	0.72	0.58	0.46	0.78	0.16	0.83	-0.13	0.87	-0.46	0.78	-0.59	0.52	-0.78	0.27	-0.84	0.04	-0.62	-0.31	-0.47	-0.49	-0.37	-0.68	-0.05	-0.63	0.15	-0.46	0.37	-0.39	0.48	-0.24	g
1.00	0.00	0.94	0.35	0.75	0.66	0.46	0.89	0.15	0.96	-0.22	0.96	-0.57	0.83	-0.79	0.58	-0.93	0.26	-0.94	-0.06	-0.87	-0.41	-0.65	-0.67	-0.37	-0.85	-0.05	-0.91	0.27	-0.86	0.55	-0.70	0.75	-0.44	g
1.00	0.00	0.92	0.37	0.72	0.68	0.29	0.94	-0.11	0.77	-0.32	0.92	-0.67	0.79	-0.92	0.42	-0.94	0.10	-1.00	0.03	-0.66	-0.66	-0.46	-0.78	-0.13	-0.88	0.20	-0.85	0.49	-0.70	0.70	-0.46	0.76	-0.13	g
1.00	0.00	1.00	0.16	1.00	-0.06	1.00	0.01	1.00	-0.12	1.00	-0.02	1.00	-0.02	1.00	-0.06	1.00	-0.07	1.00	0.06	1.00	-0.10	1.00	-0.03	1.00	-0.23	1.00	-0.07	1.00	0.08	1.00	-0.14	1.00	-0.07	g
1.00	0.00	0.96	0.00	0.86	-0.13	0.95	0.00	0.83	-0.51	0.92	0.10	1.00	-0.14	0.99	-0.03	0.96	-0.16	0.84	0.62	1.00	-0.16	0.87	-0.08	0.86	-0.02	0.84	-0.02	0.82	-0.02	0.81	-0.02	0.79	-0.02	g
1.00	0.00	0.79	0.29	0.64	0.52	0.41	0.68	0.14	0.84	-0.17	0.79	-0.43	0.72	-0.57	0.41	-0.75	0.17	-0.70	-0.10	-0.58	-0.24	-0.41	-0.38	-0.17	-0.53	0.02	-0.49	0.19	-0.38	0.31	-0.23	0.35	-0.08	g
1.00	0.00	0.88	0.35	0.68	0.65	0.35	0.80	0.06	0.91	-0.30	0.86	-0.63	0.70	-0.77	0.39	-0.86	0.08	-0.82	-0.24	-0.65	-0.50	-0.40	-0.68	-0.11	-0.76	0.17	-0.72	0.41	-0.58	0.57	-0.37	0.63	-0.13	g
1.00	0.00	0.90	0.39	0.66	0.72	0.30	0.91	-0.05	0.94	-0.46	0.85	-0.78	0.59	-0.93	0.25	-0.92	-0.15	-0.76	-0.48	-0.51	-0.76	-0.15	-0.89	0.22	-0.86	0.53	-0.69	0.75	-0.41	0.83	-0.07	0.77	0.28	g
1.00	0.00	1.00	-0.24	1.00	-0.20	0.87	-0.10	0.89	0.01	1.00	0.11	0.92	0.06	0.85	-0.04	0.63	-0.37	0.87	-0.01	0.94	0.06	1.00	0.25	0.62	-0.38	0.85	-0.06	1.00	-0.06	0.53	0.03	0.84	-0.03	g
1.00	0.00	0.75	0.01	0.83	0.02	0.83	0.02	0.87	0.02	0.61	0.06	0.79	0.05	0.77	0.05	0.65	0.19	0.84	0.04	0.71	0.07	0.69	0.08	0.66	0.08	0.64	0.08	0.61	0.02	0.58	0.09	0.55	0.09	g
1.00	0.00	0.85	0.02	0.92	0.01	0.92	0.02	0.93	0.08	0.88	0.11	0.91	0.04	0.91	0.05	0.87	0.03	0.96	0.00	0.89	0.07	0.88	0.08	0.84	0.11	0.87	0.09	0.88	0.09	0.85	0.10	0.84	0.11	g
1.00	0.00	1.00	-0.01	1.00	0.00	1.00	-0.02	1.00	-0.02	1.00	-0.03	1.00	-0.02	1.00	-0.03	1.00	-0.03	0.99	-0.03	1.00	-0.04	1.00	-0.05	1.00	-0.05	1.00	-0.06	0.99	-0.06	0.99	-0.06	0.99	-0.07	g
1.00	0.00	0.90	-0.03	0.88	0.06	0.90	0.01	0.93	0.03	0.91	-0.01	0.94	-0.02	0.92	0.03	0.94	0.00	0.94	0.01	0.90	0.01	0.89	-0.02	0.89	0.02	0.89	0.02	0.88	0.00	0.87	0.04	0.87	0.02	g
1.00	0.00	0.90	0.02	1.00	-0.02	0.90	0.01	0.85	0.06	1.00	0.04	0.98	0.01	0.98	0.04	1.00	-0.03	0.90	-0.03	0.86	0.08	1.00	0.09	0.90	0.05	0.94	0.03	0.95	0.02	1.00	0.01	0.94	0.02	g
1.00	0.00	0.39	-0.24	0.63	0.01	0.45	0.09	0.64	0.09	0.21	-0.21	0.58	0.15	0.39	0.00	0.56	0.05	0.52	0.03	0.79	0.18	0.30	-0.15	0.49	0.06	0.46	0.06	0.33	-0.03	0.42	0.06	0.39	0.24	g
1.00	0.00	0.87	0.36	0.72	0.67	0.37	0.83	0.09	0.86	-0.24	0.86	-0.52	0.68	-0.69	0.42	-0.77	0.10	-0.69	-0.14	-0.49	-0.42	-0.33	-0.58	-0.03	-0.60	0.15	-0.53	0.32	-0.37	0.46	-0.20	0.41	0.02	g
1.00	0.00	0.90	0.38	0.67	0.69	0.36	0.89	-0.04	0.93	-0.39	0.84	-0.67	0.62	-0.83	0.30	-0.86	-0.05	-0.74	-0.34	-0.52	-0.62	-0.23	-0.74	0.07	-0.74	0.34	-0.62	0.52	-0.42	0.61	-0.17	0.60	0.09	g
1.00	0.00	0.91	0.41	0.65	0.75	0.30	0.96	-0.13	0.98	-0.52	0.83	-0.80	0.55	-0.97	0.15	-0.93	-0.26	-0.72	-0.59	-0.42	-0.85	-0.02	-0.94	0.36	-0.85	0.68	-0.62	0.86	-0.28	0.89	0.10	0.75	0.46	g
1.00	0.00	1.00	1.00	0.37	0.06	0.13	0.93	-0.28	0.94	-0.32	0.38	-0.87	0.37	-0.93	-0.09	-0.39	-0.34	-0.47	-0.83	-0.05	-0.94	0.26	-0.20	0.74	-0.46	0.85	-0.07	1.00	1.00	0.39	0.00	0.18	0.80	g
1.00	0.00	1.00	0.52	0.45	0.33	0.06	0.36	-0.32	0.73	-0.45	0.48	-0.58	0.00	-0.58	-0.12	-0.33	-0.48	-0.09	-0.85	0.48	-0.58	0.58	-0.42	1.00	-0.39	0.73	0.12	0.97	0.58	0.24	0.36	0.09	0.33	g
1.00	0.00	0.88	0.00	0.95	-0.03	0.94	-0.01	0.90	0.02	0.90	0.02	0.94	0.01	0.96	0.00	1.00	0.03	0.94	-0.01	0.91	0.02	0.91	0.05	1.00	0.05	0.90	0.02	0.91	0.01	1.00	0.05	0.98	-0.01	g
1.00	0.00	0.83	0.08	0.79	-0.08	0.90	-0.02	0.93	0.01	0.80	0.09	0.95	-0.01	0.94	0.00	0.93	0.20	0.95	-0.01	0.91	0.01	0.80	0.07	0.91	0.16	0.90	0.08	0.78	0.07	0.93	0.18	0.93	0.00	g
1.00	0.00	0.74	0.11	0.89	0.01	0.89	0.01	0.87	-0.01	0.73	0.11	0.88	0.03	0.87	0.03	0.96	0.08	0.95	0.04	0.86	0.05	0.85	0.05	0.87	0.11	0.83	0.06	0.74	-0.04	0.82	0.07	0.81	0.07	g
1.00	0.00	0.88	0.04	0.90	0.00	0.89	0.01	0.86	0.00	0.95	0.07	0.87	0.01	0.86	0.01	0.84	-0.06	0.86	0.02	0.84	0.02	0.83	0.02	0.80	-0.04	0.82	0.02	0.82	0.09	0.81	0.02	0.80	0.02	g
1.00	0.00	0.98	0.01	0.99	0.02	1.00	0.02	0.99	0.02	0.96	0.02	0.97	0.04	1.00	0.04	0.98	0.02	0.99	0.06	0.97	0.05	0.94	0.06	0.98	0.04	0.98	0.06	0.95	0.08	0.99	0.06	0.99	0.10	g
1.00	0.00	1.00	0.01	1.00	0.01	1.00	0.02	0.99	-0.01	0.99	0.00	0.98	0.02	1.00	0.01	0.98	0.01	0.98	0.02	0.98	0.01	0.98	0.02	0.97	-0.01	0.98	0.02	0.98	0.02	0.99	0.02	0.99	0.03	g
1.00	0.00	1.00	-0.01	1.00	0.02	1.00	0.00	1.00	0.06	0.98	0.04	0.96	0.03	1.00	0.06	0.99	0.03	1.00	0.04	1.00	0.09	0.96	0.07	1.00	0.10	1.00	0.09	0.99	0.09	1.00	0.10	1.00	0.10	g
1.00	0.00	0.88	0.37	0.67	0.67	0.40	0.86	0.02	0.93	-0.35	0.84	-0.60	0.59	-0.79	0.39	-0.83	-0.01	-0.69	-0.33	-0.53	-0.54	-0.27	-0.68	0.01	-0.70	0.26	-0.61	0.45	-0.43	0.54	-0.22	0.56	0.03	g
1.00	0.00	0.90	0.42	0.64	0.76	0.30	0.95	-0.20	0.97	-0.55	0.81	-0.82	0.51	-0.97	0.10	-0.91	-0.31	-0.70	-0.65	-0.32	-0.89	0.06	-0.94	0.44	-0.82	0.74	-0.55	0.89	-0.19	0.88	0.20	0.71	0.55	g
1.00	0.00	0.33	0.11	0.16	0.29	0.14	0.74	-0.25	0.92	-0.17	0.27	-0.64	0.25	-0.98	0.00	-0.23	-0.20	-0.31	-0.49	-0.14	-0.90	0.09	-0.29	0.28	-0.19	0.40	-0.11	0.31	0.06	0.21	0.21	0.13	0.26	g
1.00	0.00	0.66	0.44	0.45	0.75	0.05	0.85	-0.32	0.82	-0.68	0.52	-0.84	0.07	-0.83	-0.29	-0.47	-0.72	-0.05	-0.86	0.23	-0.76	0.57	-0.52	0.74	-0.19	0.75	0.24	0.45	0.59	0.21	0.77	-0.19	0.74	g
1.00	0.00	0.19	0.06	0.04	0.25	-0.11	0.49	-0.18	-0.18	-0.42	0.06	-0.45	0.09	-0.16	-0.31	-0.10	-0.40	0.19	-0.18	0.34	-0.12	0.29	-0.16	0.22	0.25	0.04	0.31	-0.04	0.26	-0.17	0.17	-0.30	-0.34	g
1.00	0.00	0.98	0.00	1.00	0.00	0.99	0.00	0.95	0.02	0.98	0.02	0.98	0.03	0.99	0.02	0.94	0.06	0.94	0.05	0.98	0.06	1.00	0.06	0.94	0.08	0.97	0.07	0.96	0.08	0.98	0.08	0.97	0.09	g
1.00	0.00	0.82	-0.08	0.80	0.00	0.88	-0.01	0.87	-0.08	0.73	-0.12	0.85	0.05	0.83	-0.07	0.75	0.07	0.78	0.06	0.87	-0.02	0.79	-0.06	0.74	-0.02	0.77	-0.03	0.74	-0.08	0.70	-0.04	0.78	0.01	g
1.00	0.00	0.35	-0.14	0.69	-0.02	0.68	-0.04	0.56	-0.06	0.62	-0.10	0.62	-0.07	0.59	-0.07	0.42	-0.26	0.58	0.05	0.50	-0.09	0.46	-0.09	0.45	-0.01	0.39	-0.09	0.36	-0.10	0.32	-0.09	0.29	-0.08	g
1.00	0.00	0.76	0.01	0.86	0.00	0.86	0.00	0.80	0.02	0.82	0.12	0.83	0.01	0.82	0.01	0.83	-0.07	0.77	0.04	0.77	0.01	0.75	0.01	0.77	0.00	0.71	0.01	0.66	0.01	0.66	0.01	0.64	0.02	g
1.00	0.00	0.67	-0.01	0.97	0.07	0.50	0.50	0.76	0.00	0.65	-0.14	0.40	-0.49	0.39	0.59	0.77	0.32	0.79	0.11	0.48	-0.45	1.00	0.01	0.61	0.07	0.69	0.17	0.88	0.08	0.55	0.25	0.14	0.48	g
1.00	0.00	0.84	0.08	0.74	-0.15	0.84	-0.06	0.90	-0.05	0.89	0.13	0.81	0.07	0.79	-0.09	1.00	-0.02	0.97	0.07	0.88	0.01	0.78	0.07	0.95	-0.04	0.83	0.00	1.00	0.13	0.87	-0.11	0.91	-0.04	g
1.00	0.00	0.95	0.00	0.95	-0.03	0.93	-0.02	0.95	0.02	0.97	0.03	0.94	0.07	0.95	-0.01	0.97	0.00	0.95	0.06	0.93	0.08	0.93	0.10	0.95	0.01	0.94	0.05	0.93	0.08	0.94	0.00	0.91	0.05	g
1.00	0.00	0.95	0.00	0.93	-0.03	0.95	-0.03	0.96	0.02	0.94	0.02	0.93	0.05	0.94	-0.01	0.95	0.02	0.94	0.01	0.91	0.08	0.89	0.06	0.94	0.03	0.92	0.03	0.92	0.02	0.92	0.00	0.93	-0.01	g
1.00	0.00	0.91	-0.02	0.98	-0.02	0.96	-0.04	0.86	0.00	0.90	-0.03	0.89	-0.01	0.91	-0.05	0.91	-0.01	0.81	-0.13	0.89	0.01	0.92	-0.02	0.91	-0.02	0.89	-0.08	0.83	-0.17	0.96	-0.04	0.87	-0.16	g
1.00	0.00	0.85	0.14	0.74	-0.06	0.88	0.08	0.89	-0.09	0.79	0.07	0.81	0.00	0.79	-0.01	0.86	-0.05	0.87	-0.04	0.82	-0.09	0.71	0.04	0.86	-0.15	0.81	-0.05	0.78	-0.01	0.76	-0.07	0.86	-0.06	g
