Train or Test	Speaker Number	Sex	Feature 0	Feature 1	Feature 2	Feature 3	Feature 4	Feature 5	Feature 6	Feature 7	Feature 8	Feature 9	Class
Test	Rich	Male	-3.00	0.22	-0.86	0.80	-0.01	1.79	-0.01	1.07	-0.06	-1.05	hId
Test	Rich	Male	-3.05	1.27	-0.80	0.51	0.52	0.51	0.04	0.30	-0.73	-0.43	hEd
Test	Rich	Male	-2.45	1.99	-1.08	-0.09	0.37	0.32	-0.16	0.68	-0.18	-1.01	hAd
Test	Rich	Male	-2.54	2.72	-0.07	-0.79	-0.90	0.97	0.52	0.32	0.28	-0.82	hYd
Test	Rich	Male	-2.70	2.07	0.20	-0.63	-0.34	1.23	0.40	-0.03	0.25	-0.70	had
Test	Rich	Male	-3.02	2.22	1.00	-0.46	-1.51	0.05	0.86	0.47	0.66	-0.34	hOd
Test	Rich	Male	-4.12	3.18	0.53	-0.18	-1.31	0.13	-0.28	1.35	0.46	-0.01	hod
Test	Rich	Male	-4.05	2.63	-0.60	0.82	-0.27	0.05	0.05	0.88	0.36	-0.20	hUd
Test	Rich	Male	-4.89	3.37	-0.46	0.54	-0.33	0.50	0.27	0.47	0.74	-0.14	hud
Test	Rich	Male	-3.66	1.12	-0.46	0.48	0.08	0.22	0.19	0.86	-0.24	-0.41	hed
Test	Tim	Male	-2.46	-0.20	-1.26	1.15	0.23	1.83	0.07	0.74	-1.38	-0.50	hid
Test	Tim	Male	-2.91	0.76	-0.82	1.25	0.42	1.17	0.05	0.33	-0.96	-0.61	hId
Test	Tim	Male	-2.01	1.13	-1.03	0.20	0.66	0.36	0.46	0.37	-0.94	-0.61	hEd
Test	Tim	Male	-2.10	1.50	-0.32	-0.36	0.03	0.12	0.16	-0.07	-0.11	-0.40	hAd
Test	Tim	Male	-2.57	1.87	-0.27	0.19	-0.66	0.27	-0.33	0.18	0.35	-0.51	hYd
Test	Tim	Male	-2.35	1.60	-0.28	0.39	-0.42	0.27	-0.46	0.39	0.25	-0.50	had
Test	Tim	Male	-3.01	2.88	-0.90	0.21	-0.56	-0.20	0.45	0.31	0.41	-0.30	hOd
Test	Tim	Male	-3.82	3.54	-2.07	0.25	-0.44	1.13	0.73	0.54	-0.01	-0.64	hod
Test	Tim	Male	-4.02	3.52	-1.06	-0.20	-0.55	1.35	0.35	0.82	-0.87	-0.43	hUd
Test	Tim	Male	-4.02	0.94	-0.62	1.46	0.02	1.90	-0.07	0.46	-0.54	-0.21	hud
Test	Tim	Male	-3.21	1.85	-0.39	0.56	0.43	0.31	0.07	0.08	-0.16	-0.94	hed
Test	Tim	Male	-2.38	-0.27	-1.37	1.09	0.24	1.84	0.11	0.70	-1.26	-0.62	hid
Test	Tim	Male	-2.96	0.77	-0.80	0.96	0.66	1.01	0.35	-0.01	-0.43	-0.75	hId
Test	Tim	Male	-2.21	1.09	-0.63	0.02	0.91	0.66	0.24	0.35	-0.70	-0.91	hEd
Test	Tim	Male	-2.13	1.49	-0.30	-0.27	0.01	0.07	0.15	0.02	-0.13	-0.32	hAd
Test	Tim	Male	-2.60	1.87	-0.21	0.21	-0.57	0.15	-0.21	0.12	0.40	-0.54	hYd
Test	Tim	Male	-2.38	1.57	-0.24	0.41	-0.43	0.23	-0.29	0.30	0.37	-0.51	had
Test	Tim	Male	-3.12	2.88	-0.75	-0.05	-0.43	-0.05	0.45	0.31	0.54	-0.49	hOd
Test	Tim	Male	-3.91	3.70	-1.97	0.13	-0.21	0.93	0.81	0.50	-0.14	-0.52	hod
Test	Tim	Male	-4.14	3.65	-0.75	-0.07	-0.79	1.13	0.50	0.79	-0.88	-0.35	hUd
Test	Tim	Male	-4.03	0.98	-0.65	1.48	-0.05	2.11	-0.15	0.47	-0.65	-0.19	hud
Test	Tim	Male	-3.27	1.93	-0.32	0.60	0.44	0.34	0.05	0.13	-0.16	-0.99	hed
Test	Tim	Male	-2.38	-0.29	-1.40	1.05	0.21	1.90	0.15	0.65	-1.29	-0.61	hid
Test	Tim	Male	-2.94	0.71	-0.86	0.90	0.63	0.92	0.47	0.01	-0.34	-0.59	hId
Test	Tim	Male	-2.31	1.09	-0.59	0.11	0.93	0.73	0.21	0.27	-0.68	-0.91	hEd
Test	Tim	Male	-2.16	1.53	-0.27	-0.29	-0.03	0.12	0.17	-0.02	-0.27	-0.27	hAd
Test	Tim	Male	-2.64	1.88	-0.39	0.20	-0.57	0.09	-0.23	0.28	0.43	-0.60	hYd
Test	Tim	Male	-2.46	1.59	-0.36	0.38	-0.24	0.13	-0.16	0.30	0.44	-0.71	had
Test	Tim	Male	-3.24	2.90	-0.63	-0.33	-0.42	0.23	0.54	0.14	0.62	-0.62	hOd
Test	Tim	Male	-3.98	3.68	-1.24	-0.36	-0.22	0.59	0.76	0.60	0.07	-0.25	hod
Test	Tim	Male	-4.09	3.59	-0.85	-0.03	-0.54	0.96	0.67	0.65	-0.41	-0.48	hUd
Test	Tim	Male	-4.14	1.13	-0.60	1.55	-0.02	2.04	-0.18	0.26	-0.55	-0.36	hud
Test	Tim	Male	-3.24	1.80	-0.48	0.70	0.42	0.34	0.12	0.27	-0.20	-1.07	hed
Test	Tim	Male	-2.45	-0.32	-1.37	1.04	0.17	1.99	0.16	0.59	-1.32	-0.59	hid
Test	Tim	Male	-2.96	0.60	-0.76	0.89	0.58	0.84	0.54	0.04	-0.23	-0.58	hId
Test	Tim	Male	-2.29	1.11	-0.82	0.23	0.87	0.62	0.34	0.30	-0.84	-0.83	hEd
Test	Tim	Male	-2.17	1.63	-0.33	-0.20	-0.16	0.25	0.18	-0.09	-0.35	-0.27	hAd
Test	Tim	Male	-2.72	1.98	-0.64	0.34	-0.68	0.16	-0.34	0.48	0.38	-0.73	hYd
Test	Tim	Male	-2.58	1.61	-0.31	0.27	-0.15	0.26	-0.06	0.17	0.34	-0.69	had
Test	Tim	Male	-3.31	2.95	-0.81	-0.30	-0.46	0.32	0.51	0.15	0.53	-0.72	hOd
Test	Tim	Male	-4.05	3.75	-1.24	-0.30	-0.43	0.92	0.52	0.72	-0.21	-0.13	hod
Test	Tim	Male	-4.04	3.51	-0.96	0.04	-0.40	0.98	0.65	0.66	-0.22	-0.33	hUd
Test	Tim	Male	-4.32	1.34	-0.55	1.68	0.03	1.92	-0.23	0.16	-0.47	-0.44	hud
Test	Tim	Male	-3.33	1.79	-0.52	0.60	0.50	0.28	0.12	0.18	-0.16	-0.98	hed
Test	Tim	Male	-2.46	-0.32	-1.40	0.93	0.12	2.05	0.27	0.53	-1.11	-0.77	hid
Test	Tim	Male	-2.90	0.46	-0.66	0.83	0.61	0.81	0.57	0.04	-0.11	-0.62	hId
Test	Tim	Male	-2.32	1.10	-0.83	0.26	0.82	0.59	0.40	0.33	-0.85	-0.77	hEd
Test	Tim	Male	-2.15	1.65	-0.35	-0.08	-0.19	0.30	0.15	-0.08	-0.31	-0.31	hAd
Test	Tim	Male	-2.73	2.03	-0.71	0.38	-0.77	0.28	-0.47	0.69	0.20	-0.74	hYd
Test	Tim	Male	-2.73	1.60	-0.15	0.17	0.01	0.38	0.08	-0.04	0.17	-0.67	had
Test	Tim	Male	-3.34	3.03	-1.19	-0.27	-0.36	0.54	0.49	0.15	0.37	-0.93	hOd
Test	Tim	Male	-4.05	3.75	-1.15	-0.21	-0.53	0.87	0.44	0.72	-0.13	0.14	hod
Test	Tim	Male	-4.14	3.45	-0.65	0.27	-0.60	0.79	0.56	0.52	-0.12	-0.33	hUd
Test	Tim	Male	-4.46	1.51	-0.51	1.76	0.06	1.86	-0.33	0.19	-0.52	-0.41	hud
Test	Tim	Male	-3.41	1.82	-0.68	0.76	0.26	0.47	-0.09	0.32	-0.39	-0.97	hed
Test	Tim	Male	-2.39	-0.35	-1.47	0.84	0.09	2.02	0.42	0.50	-0.86	-0.98	hid
Test	Tim	Male	-2.92	0.46	-0.72	0.96	0.63	0.83	0.50	0.05	-0.13	-0.64	hId
Test	Tim	Male	-2.38	1.01	-0.75	0.37	0.79	0.47	0.41	0.32	-0.80	-0.68	hEd
Test	Tim	Male	-2.10	1.60	-0.30	-0.07	-0.17	0.28	0.15	-0.09	-0.30	-0.37	hAd
Test	Tim	Male	-2.71	2.07	-0.69	0.31	-0.75	0.27	-0.41	0.60	0.36	-0.71	hYd
Test	Tim	Male	-2.86	1.59	-0.03	0.20	0.17	0.44	0.21	-0.07	-0.01	-0.71	had
Test	Tim	Male	-3.34	3.01	-1.26	-0.34	-0.12	0.50	0.59	0.08	0.22	-0.82	hOd
Test	Tim	Male	-4.04	3.69	-1.01	-0.14	-0.54	0.59	0.54	0.47	0.19	0.17	hod
Test	Tim	Male	-4.17	3.07	-0.78	0.52	-0.63	1.01	0.53	0.44	-0.10	-0.46	hUd
Test	Tim	Male	-4.49	1.53	-0.50	1.72	0.04	1.89	-0.37	0.36	-0.58	-0.29	hud
Test	Tim	Male	-3.29	1.55	-0.90	0.92	0.13	0.40	-0.01	0.50	-0.56	-0.71	hed
Test	Sarah	Female	-3.41	-0.54	0.24	2.04	0.62	1.03	-0.70	-0.66	-0.42	0.78	hid
Test	Sarah	Female	-3.44	1.01	0.02	1.49	0.78	0.26	-0.78	-0.28	-0.71	0.75	hId
Test	Sarah	Female	-2.81	1.51	-0.09	0.60	-0.03	-0.29	-0.44	0.11	-0.14	0.66	hEd
Test	Sarah	Female	-2.03	2.16	-0.30	-0.21	-0.27	0.09	-0.18	-0.18	-0.28	0.29	hAd
Test	Sarah	Female	-2.26	3.34	-1.16	-0.63	-0.16	0.93	0.13	-0.33	-0.78	0.31	hYd
Test	Sarah	Female	-2.59	2.58	-0.37	-0.52	-0.18	0.51	-0.14	0.09	-0.73	0.07	had
Test	Sarah	Female	-2.70	3.60	-0.57	-1.04	-0.71	1.01	0.40	0.43	-1.01	-0.01	hOd
Test	Sarah	Female	-3.44	3.20	-0.70	-0.86	-0.54	1.50	0.92	0.47	-0.18	-0.92	hod
Test	Sarah	Female	-3.96	4.14	-0.93	-0.09	-0.61	0.79	0.33	0.18	-0.49	-0.72	hUd
Test	Sarah	Female	-4.47	3.19	-0.16	0.12	-0.33	0.41	-0.20	0.92	-0.72	-0.93	hud
Test	Sarah	Female	-3.01	2.25	-0.81	0.39	-0.11	0.65	-0.33	0.32	-0.56	0.23	hed
Test	Sarah	Female	-3.70	-0.20	0.27	1.57	0.88	1.37	-0.94	-0.69	-0.16	0.60	hid
Test	Sarah	Female	-3.30	0.70	-0.21	1.63	0.82	0.29	-0.54	-0.20	-0.72	0.77	hId
Test	Sarah	Female	-2.64	1.32	-0.11	0.86	0.03	-0.35	-0.43	0.08	-0.23	0.78	hEd
Test	Sarah	Female	-1.95	2.14	-0.07	-0.21	-0.24	0.26	-0.27	-0.24	-0.34	0.15	hAd
Test	Sarah	Female	-2.25	3.42	-0.89	-0.82	-0.30	0.77	0.19	-0.24	-0.79	0.05	hYd
Test	Sarah	Female	-2.49	2.40	-0.44	-0.37	-0.07	0.53	0.01	0.12	-0.62	-0.19	had
Test	Sarah	Female	-2.78	3.56	-0.44	-1.04	-0.57	1.27	0.22	0.29	-0.99	-0.04	hOd
Test	Sarah	Female	-3.36	3.24	-0.65	-0.90	-0.66	1.43	0.90	0.40	-0.14	-0.73	hod
Test	Sarah	Female	-3.91	3.67	-0.65	0.09	-0.37	0.20	0.42	0.34	-0.01	-0.25	hUd
Test	Sarah	Female	-4.39	3.06	0.08	-0.02	-0.44	0.57	-0.29	0.94	-0.58	-1.01	hud
Test	Sarah	Female	-3.07	2.55	-0.85	0.50	0.04	0.57	-0.38	0.15	-0.61	0.19	hed
Test	Sarah	Female	-3.70	-0.25	0.27	1.59	0.85	1.38	-0.87	-0.71	-0.19	0.57	hid
Test	Sarah	Female	-3.27	0.58	-0.26	1.48	0.87	0.30	-0.50	-0.01	-0.62	0.88	hId
Test	Sarah	Female	-2.68	1.41	-0.10	1.05	-0.04	-0.13	-0.56	-0.03	-0.19	0.70	hEd
Test	Sarah	Female	-1.90	2.13	0.09	-0.11	-0.14	0.08	-0.07	-0.10	-0.41	-0.10	hAd
Test	Sarah	Female	-2.31	3.63	-1.20	-0.67	-0.30	0.77	0.20	-0.28	-0.84	0.19	hYd
Test	Sarah	Female	-2.49	2.38	-0.52	-0.16	-0.18	0.41	0.20	0.06	-0.59	-0.26	had
Test	Sarah	Female	-2.90	3.39	-0.41	-0.99	-0.59	1.32	0.24	0.23	-1.07	-0.09	hOd
Test	Sarah	Female	-3.38	3.33	-0.80	-0.85	-0.68	1.20	0.84	0.24	-0.30	-0.62	hod
Test	Sarah	Female	-3.83	3.19	-0.39	0.05	-0.19	-0.03	0.50	0.27	0.33	0.10	hUd
Test	Sarah	Female	-4.28	2.83	0.30	0.09	-0.54	0.50	-0.32	1.00	-0.34	-1.11	hud
Test	Sarah	Female	-3.19	2.62	-0.83	0.45	0.01	0.44	-0.35	0.13	-0.61	0.08	hed
Test	Sarah	Female	-3.49	-0.47	0.19	1.75	0.73	1.31	-0.82	-0.79	-0.22	0.41	hid
Test	Sarah	Female	-3.15	0.61	-0.28	1.29	0.88	0.34	-0.62	0.07	-0.52	0.89	hId
Test	Sarah	Female	-2.76	1.51	-0.14	1.16	-0.26	0.04	-0.65	-0.32	-0.13	0.81	hEd
Test	Sarah	Female	-1.96	2.29	-0.09	-0.26	-0.01	0.02	-0.23	-0.07	-0.27	-0.02	hAd
Test	Sarah	Female	-2.36	3.74	-1.39	-0.36	-0.35	1.00	0.21	-0.38	-1.05	0.72	hYd
Test	Sarah	Female	-2.58	2.45	-0.38	0.17	-0.41	0.38	0.19	0.10	-0.49	-0.08	had
Test	Sarah	Female	-2.92	3.48	-0.82	-0.75	-0.42	1.04	0.61	0.18	-1.17	0.12	hOd
Test	Sarah	Female	-3.39	3.29	-0.75	-0.70	-0.90	0.89	0.88	0.46	-0.46	-0.64	hod
Test	Sarah	Female	-3.82	3.16	-0.30	-0.06	-0.35	0.19	0.59	0.21	0.53	-0.01	hUd
Test	Sarah	Female	-4.30	2.78	0.24	0.18	-0.44	0.26	-0.31	1.17	-0.23	-1.12	hud
Test	Sarah	Female	-3.27	2.49	-0.76	0.35	-0.09	0.43	-0.27	0.24	-0.52	0.01	hed
Test	Sarah	Female	-2.85	-0.81	-0.31	1.57	0.69	1.47	-0.66	-0.92	-0.28	0.49	hid
Test	Sarah	Female	-3.38	0.95	-0.06	1.47	0.54	0.05	-0.68	-0.10	-0.41	0.91	hId
Test	Sarah	Female	-2.84	1.56	-0.08	1.23	-0.29	-0.04	-0.37	-0.39	-0.18	0.85	hEd
Test	Sarah	Female	-2.02	2.49	-0.42	-0.12	0.09	-0.03	-0.40	-0.08	-0.14	0.07	hAd
Test	Sarah	Female	-2.41	3.85	-1.40	-0.30	-0.40	1.07	0.22	-0.29	-1.12	1.04	hYd
Test	Sarah	Female	-2.71	2.56	-0.44	0.32	-0.35	0.43	0.09	-0.04	-0.43	0.34	had
Test	Sarah	Female	-2.88	3.58	-1.20	-0.56	-0.16	0.97	0.76	-0.03	-1.02	0.35	hOd
Test	Sarah	Female	-3.39	3.42	-0.72	-0.67	-0.87	0.79	0.96	0.56	-0.48	-0.72	hod
Test	Sarah	Female	-3.97	3.24	-0.83	0.07	-0.62	0.98	0.53	0.50	-0.19	-0.91	hUd
Test	Sarah	Female	-4.51	3.08	0.07	0.05	-0.48	0.34	-0.26	1.30	-0.52	-1.06	hud
Test	Sarah	Female	-3.29	2.60	-0.58	0.42	-0.23	0.39	-0.24	0.44	-0.54	-0.02	hed
Test	Sarah	Female	-2.53	-0.93	-0.57	1.61	0.63	1.23	-0.69	-0.81	-0.35	0.63	hid
Test	Sarah	Female	-3.50	1.67	0.08	1.53	0.38	-0.14	-0.81	-0.21	-0.31	1.05	hId
Test	Sarah	Female	-2.85	1.41	-0.18	1.28	0.00	-0.15	-0.17	-0.42	-0.31	0.87	hEd
Test	Sarah	Female	-2.03	2.43	-0.41	0.06	0.22	-0.03	-0.42	-0.01	-0.31	0.34	hAd
Test	Sarah	Female	-2.46	3.71	-1.30	-0.34	-0.49	1.13	0.19	-0.21	-1.07	0.94	hYd
Test	Sarah	Female	-2.88	2.66	-0.57	0.43	-0.25	0.21	0.18	-0.28	-0.40	0.61	had
Test	Sarah	Female	-2.82	3.68	-1.41	-0.56	0.03	0.87	0.69	-0.14	-0.93	0.28	hOd
Test	Sarah	Female	-3.40	3.87	-1.03	-0.60	-0.57	0.78	1.21	0.23	-0.67	-0.56	hod
Test	Sarah	Female	-3.90	3.15	-1.26	0.30	-0.22	1.05	0.58	0.35	-0.52	-0.87	hUd
Test	Sarah	Female	-4.57	3.34	0.00	-0.09	-0.55	0.48	-0.17	1.19	-0.56	-1.02	hud
Test	Sarah	Female	-3.35	2.71	-0.47	0.40	-0.20	0.25	-0.22	0.53	-0.36	-0.09	hed
Test	Sue	Female	-4.71	1.17	1.24	1.75	0.31	-0.31	-0.69	-0.14	-0.29	1.02	hid
Test	Sue	Female	-4.06	1.92	0.52	1.33	0.27	-0.17	-0.37	-0.67	-0.51	0.72	hId
Test	Sue	Female	-3.10	1.38	-0.17	1.39	-0.61	-0.14	-0.01	-0.56	-0.06	1.13	hEd
Test	Sue	Female	-2.93	1.85	-0.90	0.69	-1.00	0.50	0.21	-0.28	-0.20	0.60	hAd
Test	Sue	Female	-2.94	2.64	-1.22	0.38	-0.99	1.47	0.13	-0.46	-0.47	0.65	hYd
Test	Sue	Female	-3.07	1.78	-0.92	0.70	0.17	0.66	-0.09	-0.36	-0.77	0.95	had
Test	Sue	Female	-3.32	3.39	-1.71	0.75	-0.21	1.43	0.00	-0.19	-1.33	0.03	hOd
Test	Sue	Female	-3.75	4.27	-1.85	-0.23	0.38	0.88	-0.05	-0.26	-0.77	-0.11	hod
Test	Sue	Female	-4.04	2.06	-0.73	0.89	0.30	0.41	-0.38	-0.19	-0.61	0.41	hUd
Test	Sue	Female	-4.08	2.24	-0.28	1.88	0.72	-0.29	-0.54	-0.54	-0.66	0.24	hud
Test	Sue	Female	-3.48	2.63	-0.38	0.84	0.20	0.10	-0.16	-0.55	-0.79	1.02	hed
Test	Sue	Female	-4.69	1.01	1.31	1.80	0.31	-0.41	-0.66	0.11	-0.32	0.84	hid
Test	Sue	Female	-4.01	2.10	0.29	1.29	0.45	-0.02	-0.56	-0.59	-0.34	0.69	hId
Test	Sue	Female	-2.97	1.15	-0.29	1.61	-0.72	0.12	-0.09	-0.80	0.04	1.07	hEd
Test	Sue	Female	-3.03	1.75	-0.90	0.67	-1.05	0.56	0.20	-0.16	-0.24	0.65	hAd
Test	Sue	Female	-2.93	2.67	-1.24	0.40	-1.03	1.55	0.05	-0.59	-0.33	0.60	hYd
Test	Sue	Female	-3.08	1.82	-0.90	0.73	0.16	0.61	-0.08	-0.38	-0.74	0.85	had
Test	Sue	Female	-3.40	3.44	-1.80	0.81	-0.16	1.45	-0.11	-0.50	-1.20	-0.05	hOd
Test	Sue	Female	-3.80	4.31	-1.60	-0.48	0.04	0.90	0.13	-0.14	-0.65	-0.32	hod
Test	Sue	Female	-4.08	2.19	-0.49	0.69	0.25	0.42	-0.56	-0.12	-0.53	0.38	hUd
Test	Sue	Female	-4.05	2.38	-0.30	2.00	0.83	-0.18	-0.77	-0.41	-0.79	0.16	hud
Test	Sue	Female	-3.45	2.56	-0.42	0.85	0.33	0.06	-0.18	-0.49	-0.79	0.95	hed
Test	Sue	Female	-4.76	1.20	1.43	1.54	0.26	-0.28	-0.74	0.08	-0.26	0.88	hid
Test	Sue	Female	-4.00	2.14	0.29	1.09	0.70	-0.13	-0.63	-0.40	-0.50	0.86	hId
Test	Sue	Female	-2.96	1.15	-0.37	1.51	-0.58	0.15	-0.01	-0.95	-0.05	1.16	hEd
Test	Sue	Female	-3.05	1.52	-0.73	0.83	-1.21	0.50	0.33	-0.14	-0.26	0.75	hAd
Test	Sue	Female	-2.97	2.78	-1.28	0.35	-0.94	1.50	0.00	-0.42	-0.56	0.73	hYd
Test	Sue	Female	-3.21	1.90	-0.93	0.73	0.26	0.56	-0.22	-0.34	-0.68	0.76	had
Test	Sue	Female	-3.49	3.45	-1.73	0.70	-0.23	1.34	0.09	-0.70	-1.14	-0.05	hOd
Test	Sue	Female	-3.85	4.27	-1.52	-0.47	-0.23	1.07	-0.02	0.00	-0.58	-0.51	hod
Test	Sue	Female	-4.05	2.34	-0.41	0.73	0.23	0.43	-0.49	-0.22	-0.62	0.34	hUd
Test	Sue	Female	-4.00	2.28	-0.37	2.11	1.01	-0.03	-0.82	-0.39	-0.90	0.10	hud
Test	Sue	Female	-3.45	2.44	-0.37	0.93	0.19	0.14	-0.10	-0.56	-0.89	0.99	hed
Test	Sue	Female	-4.76	1.30	1.23	1.55	0.31	-0.15	-0.79	-0.12	-0.11	0.88	hid
Test	Sue	Female	-3.99	2.01	0.50	0.85	0.77	-0.11	-0.64	-0.28	-0.73	0.88	hId
Test	Sue	Female	-2.96	1.12	-0.35	1.58	-0.67	0.13	-0.03	-0.89	-0.13	1.11	hEd
Test	Sue	Female	-3.06	1.40	-0.69	0.96	-1.29	0.55	0.34	-0.30	-0.17	0.69	hAd
Test	Sue	Female	-2.96	2.81	-1.32	0.32	-0.78	1.37	0.13	-0.37	-0.68	0.49	hYd
Test	Sue	Female	-3.37	2.01	-0.92	0.84	0.22	0.54	-0.32	-0.37	-0.50	0.65	had
Test	Sue	Female	-3.55	3.39	-1.70	0.56	-0.07	1.07	0.24	-0.63	-1.07	-0.18	hOd
Test	Sue	Female	-3.85	4.21	-1.56	-0.34	-0.31	1.13	-0.15	0.24	-0.92	-0.44	hod
Test	Sue	Female	-3.96	2.27	-0.53	0.98	0.33	0.51	-0.36	-0.43	-0.71	0.41	hUd
Test	Sue	Female	-3.98	2.19	-0.43	2.16	1.11	0.02	-0.85	-0.47	-0.86	0.04	hud
Test	Sue	Female	-3.51	2.54	-0.26	0.95	-0.07	0.16	-0.11	-0.66	-0.79	0.91	hed
Test	Sue	Female	-4.75	1.33	1.09	1.76	0.22	-0.20	-0.78	-0.15	0.02	0.85	hid
Test	Sue	Female	-3.97	2.00	0.39	1.03	0.66	-0.19	-0.45	-0.40	-0.77	0.97	hId
Test	Sue	Female	-2.96	1.06	-0.35	1.75	-0.85	0.34	-0.37	-0.73	0.05	0.81	hEd
Test	Sue	Female	-3.19	1.59	-0.77	0.81	-1.09	0.62	0.22	-0.45	0.00	0.53	hAd
Test	Sue	Female	-2.93	2.83	-1.36	0.32	-0.74	1.43	0.00	-0.17	-0.94	0.61	hYd
Test	Sue	Female	-3.46	2.03	-0.86	0.89	0.28	0.44	-0.31	-0.39	-0.60	0.73	had
Test	Sue	Female	-3.52	3.32	-1.87	0.69	0.26	0.82	0.14	-0.62	-1.10	0.08	hOd
Test	Sue	Female	-3.84	4.25	-1.62	-0.22	-0.28	0.86	0.15	0.13	-0.92	-0.45	hod
Test	Sue	Female	-3.86	2.13	-0.58	1.00	0.50	0.65	-0.28	-0.47	-0.98	0.61	hUd
Test	Sue	Female	-4.06	2.36	-0.31	1.89	1.10	0.05	-0.87	-0.52	-0.98	-0.06	hud
Test	Sue	Female	-3.59	2.78	-0.30	0.81	-0.01	-0.02	-0.27	-0.56	-0.79	0.95	hed
Test	Sue	Female	-4.69	1.15	1.09	1.91	0.20	-0.30	-0.69	-0.10	-0.14	0.88	hid
Test	Sue	Female	-3.92	1.92	0.27	1.36	0.45	-0.19	-0.24	-0.63	-0.62	1.04	hId
Test	Sue	Female	-3.00	1.09	-0.33	1.65	-0.68	0.29	-0.30	-0.69	-0.14	0.71	hEd
Test	Sue	Female	-3.34	1.71	-0.77	0.77	-0.98	0.63	0.08	-0.44	-0.08	0.61	hAd
Test	Sue	Female	-2.90	2.80	-1.20	0.23	-0.82	1.26	0.26	-0.08	-1.10	0.42	hYd
Test	Sue	Female	-3.57	2.08	-0.58	0.85	0.13	0.38	-0.18	-0.51	-0.85	0.99	had
Test	Sue	Female	-3.57	3.41	-1.58	0.56	0.00	0.76	0.28	-0.47	-1.41	0.59	hOd
Test	Sue	Female	-3.79	4.29	-1.53	-0.13	-0.31	0.62	0.32	-0.05	-0.94	-0.30	hod
Test	Sue	Female	-3.86	2.11	-0.65	0.99	0.72	0.64	-0.29	-0.52	-1.05	0.65	hUd
Test	Sue	Female	-4.12	2.54	-0.20	1.62	1.11	-0.06	-0.73	-0.54	-0.91	-0.10	hud
Test	Sue	Female	-3.64	2.72	-0.18	0.67	0.10	-0.08	-0.33	-0.36	-1.05	0.98	hed
Test	Wendy	Female	-4.05	0.91	0.73	1.48	0.26	0.21	-1.12	-0.42	-0.34	0.98	hid
Test	Wendy	Female	-3.81	2.12	0.28	1.55	0.75	0.49	-0.58	-0.43	-0.99	0.65	hId
Test	Wendy	Female	-3.44	1.98	-0.40	1.02	-0.05	-0.17	-0.44	0.17	-0.68	1.04	hEd
Test	Wendy	Female	-2.58	2.09	-1.45	0.89	-0.46	0.28	-0.21	-0.25	-0.14	1.21	hAd
Test	Wendy	Female	-3.12	3.13	-1.47	-0.35	-0.02	0.75	0.14	-0.23	-0.38	0.72	hYd
Test	Wendy	Female	-2.87	3.13	-1.30	0.01	-0.29	0.48	0.26	-0.34	-0.61	0.83	had
Test	Wendy	Female	-3.06	2.89	-0.85	-0.36	-0.48	1.02	0.50	0.51	-0.73	0.08	hOd
Test	Wendy	Female	-3.64	3.58	-1.03	-0.76	0.05	1.25	0.84	0.51	-0.26	-0.45	hod
Test	Wendy	Female	-3.98	2.98	0.31	-0.26	0.03	0.82	-0.32	0.49	-0.67	-0.66	hUd
Test	Wendy	Female	-4.01	2.14	-0.18	1.04	0.69	0.71	-0.88	-0.20	-1.07	-0.55	hud
Test	Wendy	Female	-3.45	2.26	-0.85	0.43	0.49	0.27	-0.22	0.01	-1.08	0.76	hed
Test	Wendy	Female	-3.84	0.51	0.64	1.72	0.28	0.30	-0.91	-0.59	-0.63	1.02	hid
Test	Wendy	Female	-3.71	1.66	0.14	1.55	0.98	0.92	-0.40	-0.23	-1.15	0.74	hId
Test	Wendy	Female	-3.37	1.78	-0.60	1.30	0.01	-0.04	-0.46	-0.01	-0.59	1.05	hEd
Test	Wendy	Female	-2.63	2.09	-1.43	0.94	-0.62	0.43	-0.31	-0.20	0.04	0.93	hAd
Test	Wendy	Female	-3.07	3.06	-1.47	-0.38	0.23	0.79	-0.10	-0.14	-0.40	0.57	hYd
Test	Wendy	Female	-2.90	2.99	-1.15	0.06	-0.48	0.62	0.34	-0.37	-0.69	0.79	had
Test	Wendy	Female	-3.03	2.90	-0.80	-0.45	-0.50	1.04	0.68	0.48	-0.78	-0.06	hOd
Test	Wendy	Female	-3.63	3.59	-1.08	-0.71	0.06	1.05	0.88	0.63	-0.11	-0.44	hod
Test	Wendy	Female	-3.92	2.73	0.41	-0.16	-0.02	0.89	-0.19	0.55	-0.51	-0.62	hUd
Test	Wendy	Female	-4.05	2.22	-0.08	0.93	0.69	0.73	-0.93	-0.14	-1.09	-0.58	hud
Test	Wendy	Female	-3.43	2.23	-0.75	0.36	0.44	0.43	-0.19	0.01	-1.17	0.79	hed
Test	Wendy	Female	-3.66	0.30	0.53	1.82	0.33	0.44	-0.86	-0.73	-0.81	1.00	hid
Test	Wendy	Female	-3.67	1.51	0.04	1.60	0.91	1.04	-0.17	-0.29	-1.13	0.59	hId
Test	Wendy	Female	-3.24	1.62	-0.83	1.59	0.09	0.05	-0.50	-0.21	-0.51	1.00	hEd
Test	Wendy	Female	-2.63	2.08	-1.32	0.83	-0.55	0.29	-0.17	-0.20	0.00	0.80	hAd
Test	Wendy	Female	-3.05	3.06	-1.67	-0.21	0.47	0.72	-0.24	-0.17	-0.31	0.41	hYd
