checking_status	duration	credit_history	purpose	credit_amount	savings_status	employment	installment_commitment	personal_status	other_parties	residence_since	property_magnitude	age	other_payment_plans	housing	existing_credits	job	num_dependents	own_telephone	foreign_worker	class
'no checking'	24.00	'critical/other existing 	repairs	2058.00	'<100'	'1<=X<4'	4.00	'male div/sep'	none	2.00	'real estate'	33.00	none	own	2.00	skilled	1.00	yes	yes	good
'<0'	9.00	'existing paid'	furniture/equipment	2136.00	'<100'	'1<=X<4'	3.00	'male single'	none	2.00	'real estate'	25.00	none	own	1.00	skilled	1.00	none	yes	good
'0<=X<200'	12.00	'existing paid'	radio/tv	1484.00	'no known savings'	'1<=X<4'	2.00	'male mar/wid'	none	1.00	'real estate'	25.00	none	own	1.00	skilled	1.00	yes	yes	bad
'no checking'	6.00	'existing paid'	repairs	660.00	'500<=X<1000'	'4<=X<7'	2.00	'male mar/wid'	none	4.00	'real estate'	23.00	none	rent	1.00	'unskilled resident'	1.00	none	yes	good
'no checking'	24.00	'critical/other existing 	'new car'	1287.00	'>=1000'	'>=7'	4.00	'female div/dep/mar'	none	4.00	'real estate'	37.00	none	own	2.00	skilled	1.00	yes	yes	good
'<0'	42.00	'critical/other existing 	repairs	3394.00	'<100'	unemployed	4.00	'male single'	'co applicant'	4.00	car	65.00	none	own	2.00	'unemp/unskilled non res'	1.00	none	yes	good
'>=200'	12.00	'all paid'	business	609.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	1.00	'real estate'	26.00	none	own	1.00	'unemp/unskilled non res'	1.00	none	yes	bad
'no checking'	12.00	'existing paid'	'new car'	1884.00	'<100'	'>=7'	4.00	'male single'	none	4.00	car	39.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'<0'	12.00	'existing paid'	furniture/equipment	1620.00	'<100'	'1<=X<4'	2.00	'female div/dep/mar'	'co applicant'	3.00	'life insurance'	30.00	none	own	1.00	skilled	1.00	none	yes	good
'0<=X<200'	20.00	'delayed previously'	other	2629.00	'<100'	'1<=X<4'	2.00	'male single'	none	3.00	car	29.00	bank	own	2.00	skilled	1.00	yes	yes	good
'no checking'	12.00	'existing paid'	education	719.00	'<100'	'>=7'	4.00	'male single'	none	4.00	car	41.00	bank	own	1.00	'unskilled resident'	2.00	none	yes	bad
'0<=X<200'	48.00	'critical/other existing 	furniture/equipment	5096.00	'<100'	'1<=X<4'	2.00	'female div/dep/mar'	none	3.00	car	30.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	bad
'no checking'	9.00	'critical/other existing 	education	1244.00	'no known savings'	'>=7'	4.00	'female div/dep/mar'	none	4.00	'life insurance'	41.00	none	rent	2.00	'unskilled resident'	1.00	none	yes	good
'<0'	36.00	'existing paid'	'new car'	1842.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	4.00	car	34.00	none	own	1.00	skilled	1.00	yes	yes	bad
'0<=X<200'	7.00	'existing paid'	radio/tv	2576.00	'<100'	'1<=X<4'	2.00	'male single'	guarantor	2.00	'real estate'	35.00	none	own	1.00	skilled	1.00	none	yes	good
'>=200'	12.00	'existing paid'	furniture/equipment	1424.00	'no known savings'	'>=7'	3.00	'female div/dep/mar'	none	4.00	'real estate'	55.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'0<=X<200'	15.00	'delayed previously'	repairs	1512.00	'>=1000'	'1<=X<4'	3.00	'male mar/wid'	none	3.00	'life insurance'	61.00	stores	own	2.00	skilled	1.00	none	yes	bad
'no checking'	36.00	'critical/other existing 	'used car'	11054.00	'no known savings'	'1<=X<4'	4.00	'male single'	none	2.00	car	30.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'no checking'	6.00	'existing paid'	radio/tv	518.00	'<100'	'1<=X<4'	3.00	'female div/dep/mar'	none	1.00	'real estate'	29.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	12.00	'no credits/all paid'	furniture/equipment	2759.00	'<100'	'>=7'	2.00	'male single'	none	4.00	'life insurance'	34.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	24.00	'existing paid'	'used car'	2670.00	'<100'	'>=7'	4.00	'male single'	none	4.00	car	35.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'<0'	24.00	'existing paid'	'new car'	4817.00	'<100'	'4<=X<7'	2.00	'male single'	'co applicant'	3.00	'life insurance'	31.00	none	own	1.00	skilled	1.00	yes	yes	bad
'no checking'	24.00	'existing paid'	'used car'	2679.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	1.00	'no known property'	29.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'<0'	11.00	'critical/other existing 	'new car'	3905.00	'<100'	'1<=X<4'	2.00	'male single'	none	2.00	'real estate'	36.00	none	rent	2.00	skilled	2.00	none	yes	good
'<0'	12.00	'existing paid'	'used car'	3386.00	'<100'	'>=7'	3.00	'male single'	none	4.00	'no known property'	35.00	none	'for free'	1.00	skilled	1.00	yes	yes	bad
'<0'	6.00	'existing paid'	'domestic appliance'	343.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	1.00	'real estate'	27.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	18.00	'existing paid'	radio/tv	4594.00	'<100'	'<1'	3.00	'male single'	none	2.00	car	32.00	none	own	1.00	skilled	1.00	yes	yes	good
'<0'	36.00	'existing paid'	furniture/equipment	3620.00	'<100'	'1<=X<4'	1.00	'male single'	guarantor	2.00	'life insurance'	37.00	none	own	1.00	skilled	2.00	none	yes	good
'<0'	15.00	'existing paid'	'new car'	1721.00	'<100'	'<1'	2.00	'male single'	none	3.00	'real estate'	36.00	none	own	1.00	skilled	1.00	none	yes	good
'0<=X<200'	12.00	'existing paid'	furniture/equipment	3017.00	'<100'	'<1'	3.00	'female div/dep/mar'	none	1.00	'real estate'	34.00	none	rent	1.00	'high qualif/self emp/mgm	1.00	none	yes	good
'0<=X<200'	12.00	'existing paid'	retraining	754.00	'no known savings'	'>=7'	4.00	'male single'	none	4.00	'life insurance'	38.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	18.00	'existing paid'	business	1950.00	'<100'	'4<=X<7'	4.00	'male single'	none	1.00	car	34.00	stores	own	2.00	skilled	1.00	yes	yes	good
'<0'	24.00	'existing paid'	'used car'	2924.00	'<100'	'1<=X<4'	3.00	'male single'	guarantor	4.00	'no known property'	63.00	bank	own	1.00	skilled	2.00	yes	yes	good
'<0'	24.00	'delayed previously'	radio/tv	1659.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	2.00	car	29.00	none	rent	1.00	'unskilled resident'	1.00	yes	yes	bad
'no checking'	48.00	'delayed previously'	radio/tv	7238.00	'no known savings'	'>=7'	3.00	'male single'	none	3.00	car	32.00	bank	own	2.00	skilled	2.00	none	yes	good
'no checking'	33.00	'delayed previously'	business	2764.00	'<100'	'1<=X<4'	2.00	'female div/dep/mar'	none	2.00	car	26.00	none	own	2.00	skilled	1.00	yes	yes	good
'no checking'	24.00	'delayed previously'	'used car'	4679.00	'<100'	'4<=X<7'	3.00	'male single'	none	3.00	car	35.00	none	own	2.00	'unskilled resident'	1.00	yes	yes	good
'0<=X<200'	24.00	'existing paid'	radio/tv	3092.00	'100<=X<500'	'<1'	3.00	'male mar/wid'	none	2.00	car	22.00	none	rent	1.00	skilled	1.00	yes	yes	bad
'<0'	6.00	'existing paid'	education	448.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	4.00	'life insurance'	23.00	none	own	1.00	skilled	1.00	none	yes	bad
'<0'	9.00	'existing paid'	'new car'	654.00	'<100'	'1<=X<4'	4.00	'male single'	none	3.00	car	28.00	none	own	1.00	'unskilled resident'	1.00	none	yes	bad
'no checking'	6.00	'existing paid'	retraining	1238.00	'no known savings'	unemployed	4.00	'male single'	none	4.00	'life insurance'	36.00	none	own	1.00	'high qualif/self emp/mgm	2.00	yes	yes	good
'0<=X<200'	18.00	'critical/other existing 	radio/tv	1245.00	'<100'	'1<=X<4'	4.00	'male mar/wid'	none	2.00	car	33.00	none	own	1.00	skilled	1.00	none	yes	bad
'<0'	18.00	'no credits/all paid'	furniture/equipment	3114.00	'<100'	'<1'	1.00	'female div/dep/mar'	none	4.00	'life insurance'	26.00	none	rent	1.00	skilled	1.00	none	yes	bad
'no checking'	39.00	'existing paid'	'used car'	2569.00	'500<=X<1000'	'1<=X<4'	4.00	'male single'	none	4.00	car	24.00	none	own	1.00	skilled	1.00	none	yes	good
'>=200'	24.00	'existing paid'	radio/tv	5152.00	'<100'	'4<=X<7'	4.00	'male single'	none	2.00	car	25.00	bank	own	1.00	skilled	1.00	none	yes	good
'0<=X<200'	12.00	'existing paid'	business	1037.00	'100<=X<500'	'4<=X<7'	3.00	'male single'	none	4.00	'real estate'	39.00	none	own	1.00	'unskilled resident'	1.00	none	yes	good
'<0'	15.00	'critical/other existing 	furniture/equipment	1478.00	'<100'	'>=7'	4.00	'male single'	none	4.00	car	44.00	none	own	2.00	skilled	2.00	yes	yes	good
'0<=X<200'	12.00	'critical/other existing 	radio/tv	3573.00	'<100'	'1<=X<4'	1.00	'female div/dep/mar'	none	1.00	'real estate'	23.00	none	own	1.00	'unskilled resident'	1.00	none	yes	good
'0<=X<200'	24.00	'existing paid'	'new car'	1201.00	'<100'	'<1'	4.00	'male single'	none	1.00	'life insurance'	26.00	none	own	1.00	skilled	1.00	none	yes	good
'<0'	30.00	'existing paid'	furniture/equipment	3622.00	'>=1000'	'>=7'	4.00	'female div/dep/mar'	none	4.00	'life insurance'	57.00	none	rent	2.00	skilled	1.00	yes	yes	good
'no checking'	15.00	'delayed previously'	furniture/equipment	960.00	'>=1000'	'4<=X<7'	3.00	'female div/dep/mar'	none	2.00	'life insurance'	30.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	12.00	'critical/other existing 	'new car'	1163.00	'500<=X<1000'	'1<=X<4'	4.00	'male single'	none	4.00	'real estate'	44.00	none	own	1.00	skilled	1.00	yes	yes	good
'0<=X<200'	6.00	'delayed previously'	'new car'	1209.00	'<100'	unemployed	4.00	'male single'	none	4.00	'life insurance'	47.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	bad
'no checking'	12.00	'existing paid'	radio/tv	3077.00	'<100'	'1<=X<4'	2.00	'male single'	none	4.00	car	52.00	none	own	1.00	skilled	1.00	yes	yes	good
'no checking'	24.00	'existing paid'	'new car'	3757.00	'<100'	'>=7'	4.00	'female div/dep/mar'	'co applicant'	4.00	'no known property'	62.00	none	'for free'	1.00	skilled	1.00	yes	yes	good
'no checking'	10.00	'existing paid'	'new car'	1418.00	'100<=X<500'	'1<=X<4'	3.00	'male single'	none	2.00	'real estate'	35.00	none	rent	1.00	'unskilled resident'	1.00	none	no	good
'no checking'	6.00	'existing paid'	'new car'	3518.00	'<100'	'1<=X<4'	2.00	'male single'	guarantor	3.00	'life insurance'	26.00	none	rent	1.00	skilled	1.00	none	yes	good
'no checking'	12.00	'critical/other existing 	radio/tv	1934.00	'<100'	'>=7'	2.00	'male single'	none	2.00	'no known property'	26.00	none	own	2.00	skilled	1.00	none	yes	good
'0<=X<200'	27.00	'no credits/all paid'	business	8318.00	'<100'	'>=7'	2.00	'female div/dep/mar'	none	4.00	'no known property'	42.00	none	'for free'	2.00	'high qualif/self emp/mgm	1.00	yes	yes	bad
'no checking'	6.00	'critical/other existing 	radio/tv	1237.00	'100<=X<500'	'1<=X<4'	1.00	'female div/dep/mar'	none	1.00	'life insurance'	27.00	none	own	2.00	skilled	1.00	none	yes	good
'0<=X<200'	6.00	'existing paid'	radio/tv	368.00	'no known savings'	'>=7'	4.00	'male single'	none	4.00	'life insurance'	38.00	none	own	1.00	skilled	1.00	none	yes	good
'<0'	12.00	'critical/other existing 	'new car'	2122.00	'<100'	'1<=X<4'	3.00	'male single'	none	2.00	'real estate'	39.00	none	rent	2.00	'unskilled resident'	2.00	none	no	good
'<0'	24.00	'existing paid'	furniture/equipment	2996.00	'no known savings'	'1<=X<4'	2.00	'male mar/wid'	none	4.00	car	20.00	none	own	1.00	skilled	1.00	none	yes	bad
'0<=X<200'	36.00	'existing paid'	furniture/equipment	9034.00	'100<=X<500'	'<1'	4.00	'male single'	'co applicant'	1.00	'no known property'	29.00	none	rent	1.00	'high qualif/self emp/mgm	1.00	yes	yes	bad
'no checking'	24.00	'critical/other existing 	furniture/equipment	1585.00	'<100'	'4<=X<7'	4.00	'male single'	none	3.00	'life insurance'	40.00	none	own	2.00	skilled	1.00	none	yes	good
'0<=X<200'	18.00	'existing paid'	radio/tv	1301.00	'<100'	'>=7'	4.00	'male mar/wid'	guarantor	2.00	'real estate'	32.00	none	own	1.00	'unskilled resident'	1.00	none	yes	good
'>=200'	6.00	'critical/other existing 	'new car'	1323.00	'100<=X<500'	'>=7'	2.00	'male div/sep'	none	4.00	car	28.00	none	own	2.00	skilled	2.00	yes	yes	good
'<0'	24.00	'existing paid'	'new car'	3123.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	1.00	'life insurance'	27.00	none	own	1.00	skilled	1.00	none	yes	bad
'<0'	36.00	'existing paid'	'used car'	5493.00	'<100'	'>=7'	2.00	'male single'	none	4.00	'no known property'	42.00	none	'for free'	1.00	skilled	2.00	none	yes	good
'>=200'	9.00	'existing paid'	radio/tv	1126.00	'100<=X<500'	'>=7'	2.00	'male div/sep'	none	4.00	'real estate'	49.00	none	own	1.00	skilled	1.00	none	yes	good
'0<=X<200'	24.00	'critical/other existing 	radio/tv	1216.00	'100<=X<500'	'<1'	4.00	'male single'	none	4.00	'no known property'	38.00	bank	own	2.00	skilled	2.00	none	yes	bad
'<0'	24.00	'existing paid'	'new car'	1207.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	4.00	'life insurance'	24.00	none	rent	1.00	skilled	1.00	none	yes	bad
'no checking'	10.00	'existing paid'	'new car'	1309.00	'no known savings'	'1<=X<4'	4.00	'male single'	guarantor	4.00	'life insurance'	27.00	none	own	1.00	'unskilled resident'	1.00	none	yes	bad
'>=200'	15.00	'critical/other existing 	'used car'	2360.00	'500<=X<1000'	'1<=X<4'	2.00	'male single'	none	2.00	car	36.00	none	own	1.00	skilled	1.00	yes	yes	good
'0<=X<200'	15.00	'all paid'	'new car'	6850.00	'100<=X<500'	unemployed	1.00	'male single'	none	2.00	'life insurance'	34.00	none	own	1.00	'high qualif/self emp/mgm	2.00	yes	yes	bad
'no checking'	24.00	'existing paid'	radio/tv	1413.00	'<100'	'1<=X<4'	4.00	'male mar/wid'	none	2.00	'life insurance'	28.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	39.00	'existing paid'	'used car'	8588.00	'100<=X<500'	'>=7'	4.00	'male single'	none	2.00	car	45.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'<0'	12.00	'existing paid'	'new car'	759.00	'<100'	'4<=X<7'	4.00	'male single'	none	2.00	'real estate'	26.00	none	own	1.00	skilled	1.00	none	yes	bad
'no checking'	36.00	'existing paid'	'used car'	4686.00	'<100'	'1<=X<4'	2.00	'male single'	none	2.00	'no known property'	32.00	none	'for free'	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'>=200'	15.00	'existing paid'	business	2687.00	'<100'	'4<=X<7'	2.00	'male single'	none	4.00	'life insurance'	26.00	none	rent	1.00	skilled	1.00	yes	yes	good
'0<=X<200'	12.00	'delayed previously'	radio/tv	585.00	'<100'	'1<=X<4'	4.00	'male mar/wid'	'co applicant'	4.00	'real estate'	20.00	none	rent	2.00	skilled	1.00	none	yes	good
'no checking'	24.00	'existing paid'	'new car'	2255.00	'no known savings'	'<1'	4.00	'male single'	none	1.00	'life insurance'	54.00	none	own	1.00	skilled	1.00	none	yes	good
'<0'	6.00	'critical/other existing 	'new car'	609.00	'<100'	'4<=X<7'	4.00	'female div/dep/mar'	none	3.00	'life insurance'	37.00	none	own	2.00	skilled	1.00	none	no	good
'<0'	6.00	'critical/other existing 	'new car'	1361.00	'<100'	'<1'	2.00	'male single'	none	4.00	'real estate'	40.00	none	own	1.00	'unskilled resident'	2.00	none	no	good
'no checking'	36.00	'critical/other existing 	furniture/equipment	7127.00	'<100'	'<1'	2.00	'female div/dep/mar'	none	4.00	'life insurance'	23.00	none	rent	2.00	skilled	1.00	yes	yes	bad
'<0'	6.00	'existing paid'	'new car'	1203.00	'100<=X<500'	'>=7'	3.00	'male single'	none	2.00	'life insurance'	43.00	none	own	1.00	skilled	1.00	yes	yes	good
'no checking'	6.00	'critical/other existing 	radio/tv	700.00	'no known savings'	'>=7'	4.00	'male single'	none	4.00	'no known property'	36.00	none	'for free'	2.00	skilled	1.00	none	yes	good
'no checking'	24.00	'critical/other existing 	repairs	5507.00	'<100'	'>=7'	3.00	'male single'	none	4.00	'no known property'	44.00	none	'for free'	2.00	skilled	1.00	none	yes	good
'<0'	18.00	'existing paid'	radio/tv	3190.00	'<100'	'1<=X<4'	2.00	'female div/dep/mar'	none	2.00	'real estate'	24.00	none	own	1.00	skilled	1.00	none	yes	bad
'<0'	48.00	'no credits/all paid'	furniture/equipment	7119.00	'<100'	'1<=X<4'	3.00	'male single'	none	4.00	'no known property'	53.00	none	'for free'	2.00	skilled	2.00	none	yes	bad
'no checking'	24.00	'existing paid'	'used car'	3488.00	'100<=X<500'	'4<=X<7'	3.00	'female div/dep/mar'	none	4.00	car	23.00	none	own	1.00	skilled	1.00	none	yes	good
'0<=X<200'	18.00	'existing paid'	radio/tv	1113.00	'<100'	'1<=X<4'	4.00	'female div/dep/mar'	guarantor	4.00	'real estate'	26.00	none	own	1.00	'unskilled resident'	2.00	none	yes	good
'0<=X<200'	26.00	'existing paid'	'used car'	7966.00	'<100'	'<1'	2.00	'male single'	none	3.00	car	30.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	15.00	'critical/other existing 	education	1532.00	'100<=X<500'	'1<=X<4'	4.00	'female div/dep/mar'	none	3.00	car	31.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	4.00	'critical/other existing 	radio/tv	1503.00	'<100'	'4<=X<7'	2.00	'male single'	none	1.00	'real estate'	42.00	none	own	2.00	'unskilled resident'	2.00	none	yes	good
'<0'	36.00	'existing paid'	radio/tv	2302.00	'<100'	'1<=X<4'	4.00	'male div/sep'	none	4.00	car	31.00	none	rent	1.00	skilled	1.00	none	yes	bad
'<0'	6.00	'existing paid'	'new car'	662.00	'<100'	'<1'	3.00	'male single'	none	4.00	'real estate'	41.00	none	own	1.00	'unskilled resident'	2.00	yes	yes	good
'0<=X<200'	36.00	'existing paid'	education	2273.00	'<100'	'4<=X<7'	3.00	'male single'	none	1.00	car	32.00	none	own	2.00	skilled	2.00	none	yes	good
'0<=X<200'	15.00	'existing paid'	'new car'	2631.00	'100<=X<500'	'1<=X<4'	2.00	'female div/dep/mar'	none	4.00	car	28.00	none	rent	2.00	skilled	1.00	yes	yes	bad
'no checking'	12.00	'delayed previously'	'used car'	1503.00	'<100'	'1<=X<4'	4.00	'male mar/wid'	none	4.00	'real estate'	41.00	none	rent	1.00	skilled	1.00	none	yes	good
'no checking'	24.00	'existing paid'	radio/tv	1311.00	'100<=X<500'	'4<=X<7'	4.00	'male mar/wid'	none	3.00	'life insurance'	26.00	none	own	1.00	skilled	1.00	yes	yes	good
'no checking'	24.00	'existing paid'	radio/tv	3105.00	'no known savings'	'<1'	4.00	'male single'	none	2.00	car	25.00	none	own	2.00	skilled	1.00	none	yes	good
'>=200'	21.00	'critical/other existing 	education	2319.00	'<100'	'<1'	2.00	'male div/sep'	none	1.00	car	33.00	none	rent	1.00	skilled	1.00	none	yes	bad
'<0'	6.00	'existing paid'	'new car'	1374.00	'no known savings'	unemployed	4.00	'female div/dep/mar'	none	3.00	'life insurance'	75.00	none	own	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'0<=X<200'	18.00	'critical/other existing 	furniture/equipment	3612.00	'<100'	'>=7'	3.00	'female div/dep/mar'	none	4.00	'life insurance'	37.00	none	own	1.00	skilled	1.00	yes	yes	good
'<0'	48.00	'existing paid'	'new car'	7763.00	'<100'	'>=7'	4.00	'male single'	none	4.00	'no known property'	42.00	bank	'for free'	1.00	'high qualif/self emp/mgm	1.00	none	yes	bad
'>=200'	18.00	'existing paid'	furniture/equipment	3049.00	'<100'	'<1'	1.00	'female div/dep/mar'	none	1.00	'life insurance'	45.00	stores	own	1.00	'unskilled resident'	1.00	none	yes	good
'0<=X<200'	12.00	'existing paid'	radio/tv	1534.00	'<100'	'<1'	1.00	'male mar/wid'	none	1.00	'real estate'	23.00	none	rent	1.00	skilled	1.00	none	yes	bad
'no checking'	24.00	'delayed previously'	'new car'	2032.00	'<100'	'>=7'	4.00	'male single'	none	4.00	'no known property'	60.00	none	'for free'	2.00	skilled	1.00	yes	yes	good
'<0'	30.00	'existing paid'	furniture/equipment	6350.00	'no known savings'	'>=7'	4.00	'male single'	none	4.00	'life insurance'	31.00	none	own	1.00	skilled	1.00	none	yes	bad
'>=200'	18.00	'existing paid'	furniture/equipment	2864.00	'<100'	'1<=X<4'	2.00	'male single'	none	1.00	'real estate'	34.00	none	own	1.00	'unskilled resident'	2.00	none	yes	bad
'no checking'	12.00	'critical/other existing 	'new car'	1255.00	'<100'	'>=7'	4.00	'male single'	none	4.00	'real estate'	61.00	none	own	2.00	'unskilled resident'	1.00	none	yes	good
'<0'	24.00	'delayed previously'	'new car'	1333.00	'<100'	unemployed	4.00	'male single'	none	2.00	'real estate'	43.00	none	'for free'	2.00	skilled	2.00	none	yes	bad
'no checking'	24.00	'critical/other existing 	'new car'	2022.00	'<100'	'1<=X<4'	4.00	'female div/dep/mar'	none	4.00	car	37.00	none	own	1.00	skilled	1.00	yes	yes	good
'no checking'	24.00	'existing paid'	radio/tv	1552.00	'<100'	'4<=X<7'	3.00	'male single'	none	1.00	car	32.00	bank	own	1.00	skilled	2.00	none	yes	good
'<0'	12.00	'all paid'	radio/tv	626.00	'<100'	'1<=X<4'	4.00	'female div/dep/mar'	none	4.00	'real estate'	24.00	bank	own	1.00	'unskilled resident'	1.00	none	yes	bad
'no checking'	48.00	'critical/other existing 	'used car'	8858.00	'no known savings'	'4<=X<7'	2.00	'male single'	none	1.00	'no known property'	35.00	none	'for free'	2.00	skilled	1.00	yes	yes	good
'no checking'	12.00	'critical/other existing 	repairs	996.00	'no known savings'	'4<=X<7'	4.00	'female div/dep/mar'	none	4.00	'real estate'	23.00	none	own	2.00	skilled	1.00	none	yes	good
'no checking'	6.00	'all paid'	radio/tv	1750.00	'500<=X<1000'	'>=7'	2.00	'male single'	none	4.00	'life insurance'	45.00	bank	own	1.00	'unskilled resident'	2.00	none	yes	good
'<0'	48.00	'existing paid'	radio/tv	6999.00	'<100'	'4<=X<7'	1.00	'male mar/wid'	guarantor	1.00	'real estate'	34.00	none	own	2.00	skilled	1.00	yes	yes	bad
'0<=X<200'	12.00	'critical/other existing 	'new car'	1995.00	'100<=X<500'	'<1'	4.00	'male single'	none	1.00	car	27.00	none	own	1.00	skilled	1.00	none	yes	good
'0<=X<200'	9.00	'existing paid'	education	1199.00	'<100'	'4<=X<7'	4.00	'female div/dep/mar'	none	4.00	'life insurance'	67.00	none	own	2.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'0<=X<200'	12.00	'existing paid'	radio/tv	1331.00	'<100'	'<1'	2.00	'male single'	none	1.00	car	22.00	stores	own	1.00	skilled	1.00	none	yes	bad
'0<=X<200'	18.00	'no credits/all paid'	'new car'	2278.00	'100<=X<500'	'<1'	3.00	'female div/dep/mar'	none	3.00	car	28.00	none	own	2.00	skilled	1.00	none	yes	bad
'no checking'	21.00	'no credits/all paid'	'new car'	5003.00	'no known savings'	'1<=X<4'	1.00	'female div/dep/mar'	none	4.00	'life insurance'	29.00	bank	own	2.00	skilled	1.00	yes	yes	bad
'<0'	24.00	'all paid'	furniture/equipment	3552.00	'<100'	'4<=X<7'	3.00	'male single'	none	4.00	car	27.00	bank	own	1.00	skilled	1.00	none	yes	bad
'0<=X<200'	18.00	'critical/other existing 	furniture/equipment	1928.00	'<100'	'<1'	2.00	'male single'	none	2.00	'real estate'	31.00	none	own	2.00	'unskilled resident'	1.00	none	yes	bad
'<0'	24.00	'existing paid'	'used car'	2964.00	'no known savings'	'>=7'	4.00	'male single'	none	4.00	'no known property'	49.00	bank	'for free'	1.00	skilled	2.00	yes	yes	good
'<0'	24.00	'all paid'	radio/tv	1546.00	'<100'	'4<=X<7'	4.00	'male single'	guarantor	4.00	car	24.00	bank	rent	1.00	'unskilled resident'	1.00	none	yes	bad
'>=200'	6.00	'delayed previously'	radio/tv	683.00	'<100'	'<1'	2.00	'female div/dep/mar'	none	1.00	'life insurance'	29.00	bank	own	1.00	skilled	1.00	none	yes	good
'0<=X<200'	36.00	'existing paid'	'new car'	12389.00	'no known savings'	'1<=X<4'	1.00	'male single'	none	4.00	'no known property'	37.00	none	'for free'	1.00	skilled	1.00	yes	yes	bad
'0<=X<200'	24.00	'delayed previously'	business	4712.00	'no known savings'	'1<=X<4'	4.00	'male single'	none	2.00	'life insurance'	37.00	bank	own	2.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'0<=X<200'	24.00	'delayed previously'	radio/tv	1553.00	'100<=X<500'	'4<=X<7'	3.00	'female div/dep/mar'	none	2.00	'life insurance'	23.00	none	rent	2.00	skilled	1.00	yes	yes	good
'<0'	12.00	'existing paid'	'new car'	1372.00	'<100'	'4<=X<7'	2.00	'male div/sep'	none	3.00	car	36.00	none	own	1.00	skilled	1.00	none	yes	bad
'no checking'	24.00	'critical/other existing 	radio/tv	2578.00	'>=1000'	'>=7'	2.00	'male single'	none	2.00	car	34.00	none	own	1.00	skilled	1.00	none	yes	good
'0<=X<200'	48.00	'existing paid'	radio/tv	3979.00	'no known savings'	'4<=X<7'	4.00	'male single'	none	1.00	car	41.00	none	own	2.00	skilled	2.00	yes	yes	good
'<0'	48.00	'existing paid'	radio/tv	6758.00	'<100'	'1<=X<4'	3.00	'female div/dep/mar'	none	2.00	car	31.00	none	own	1.00	skilled	1.00	yes	yes	bad
'<0'	24.00	'existing paid'	furniture/equipment	3234.00	'<100'	'<1'	4.00	'female div/dep/mar'	none	4.00	'real estate'	23.00	none	rent	1.00	'unskilled resident'	1.00	yes	yes	bad
'no checking'	30.00	'critical/other existing 	radio/tv	5954.00	'<100'	'4<=X<7'	3.00	'male single'	'co applicant'	2.00	car	38.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	24.00	'existing paid'	'used car'	5433.00	'no known savings'	unemployed	2.00	'female div/dep/mar'	none	4.00	'life insurance'	26.00	none	rent	1.00	'high qualif/self emp/mgm	1.00	yes	yes	good
'<0'	15.00	'existing paid'	business	806.00	'<100'	'1<=X<4'	4.00	'female div/dep/mar'	none	4.00	'life insurance'	22.00	none	own	1.00	'unskilled resident'	1.00	none	yes	good
'0<=X<200'	9.00	'existing paid'	radio/tv	1082.00	'<100'	'>=7'	4.00	'male single'	none	4.00	car	27.00	none	own	2.00	'unskilled resident'	1.00	none	yes	good
'no checking'	15.00	'critical/other existing 	furniture/equipment	2788.00	'<100'	'4<=X<7'	2.00	'female div/dep/mar'	'co applicant'	3.00	car	24.00	bank	own	2.00	skilled	1.00	none	yes	good
'0<=X<200'	12.00	'existing paid'	radio/tv	2930.00	'<100'	'4<=X<7'	2.00	'female div/dep/mar'	none	1.00	'real estate'	27.00	none	own	1.00	skilled	1.00	none	yes	good
'no checking'	24.00	'critical/other existing 	education	1927.00	'no known savings'	'1<=X<4'	3.00	'female div/dep/mar'	none	2.00	car	33.00	none	own	2.00	skilled	1.00	yes	yes	good
