region-centroid-col	region-centroid-row	region-pixel-count	short-line-density-5	short-line-density-2	vedge-mean	vegde-sd	hedge-mean	hedge-sd	intensity-mean	rawred-mean	rawblue-mean	rawgreen-mean	exred-mean	exblue-mean	exgreen-mean	value-mean	saturation-mean	hue-mean	class
123.00	186.00	9.00	0.00	0.00	3.61	3.03	9.44	7.93	51.78	46.56	63.67	45.11	-15.67	35.67	-20.00	63.67	0.29	-2.01	path
61.00	104.00	9.00	0.22	0.00	1.39	0.73	1.44	0.74	57.33	52.78	68.22	51.00	-13.67	32.67	-19.00	68.22	0.25	-1.99	cement
150.00	144.00	9.00	0.00	0.00	0.56	0.07	0.61	0.15	2.52	0.11	6.56	0.89	-7.22	12.11	-4.89	6.56	0.99	-2.21	foliage
90.00	36.00	9.00	0.00	0.00	0.94	0.33	1.11	1.22	66.37	56.56	84.78	57.78	-29.44	55.22	-25.78	84.78	0.33	-2.14	cement
103.00	216.00	9.00	0.00	0.00	1.50	0.57	0.83	1.19	7.07	5.11	5.00	11.11	-5.89	-6.22	12.11	11.11	0.59	2.08	grass
53.00	134.00	9.00	0.00	0.00	2.17	0.30	0.28	0.02	6.96	4.67	11.22	5.00	-6.89	12.78	-5.89	11.22	0.59	-2.14	window
157.00	85.00	9.00	0.00	0.00	1.22	1.24	0.22	0.17	18.93	14.56	26.89	15.33	-13.11	23.89	-10.78	26.89	0.46	-2.16	window
171.00	89.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
180.00	142.00	9.00	0.00	0.00	0.17	0.28	0.11	0.17	0.11	0.00	0.33	0.00	-0.33	0.67	-0.33	0.33	0.22	-2.09	window
80.00	87.00	9.00	0.00	0.11	24.39	573.00	44.72	1386.33	67.44	58.78	79.00	64.56	-26.00	34.67	-8.67	79.00	0.31	-2.42	foliage
156.00	154.00	9.00	0.00	0.00	0.28	0.33	0.78	0.54	1.74	1.00	3.56	0.67	-2.22	5.44	-3.22	3.56	0.84	-1.99	window
72.00	32.00	9.00	0.11	0.11	3.94	2.70	2.28	1.97	56.37	48.56	72.78	47.78	-23.44	49.22	-25.78	72.78	0.34	-2.06	cement
142.00	99.00	9.00	0.00	0.00	0.78	0.46	1.72	1.34	51.89	51.89	56.00	47.78	0.00	12.33	-12.33	56.00	0.15	-1.57	cement
236.00	240.00	9.00	0.00	0.00	2.56	1.67	3.39	2.45	22.48	19.56	19.78	28.11	-8.78	-8.11	16.89	28.11	0.33	2.14	grass
232.00	126.00	9.00	0.00	0.11	2.39	11.89	1.22	6.30	1.52	0.44	3.56	0.56	-3.22	6.11	-2.89	3.56	0.97	-2.11	foliage
98.00	126.00	9.00	0.00	0.00	1.06	0.71	0.94	0.49	2.78	0.56	5.22	2.56	-6.67	7.33	-0.67	5.22	0.91	-2.54	foliage
47.00	209.00	9.00	0.00	0.00	1.72	1.29	1.39	0.93	11.63	9.56	9.22	16.11	-6.22	-7.22	13.44	16.11	0.46	2.06	grass
242.00	164.00	9.00	0.11	0.00	0.39	0.53	3.22	1.05	19.81	15.11	18.78	25.56	-14.11	-3.11	17.22	25.56	0.41	2.46	grass
14.00	135.00	9.00	0.00	0.00	0.28	0.06	0.28	0.06	2.89	1.67	6.00	1.00	-3.67	9.33	-5.67	6.00	0.83	-1.96	window
14.00	90.00	9.00	0.11	0.00	2.94	2.44	3.33	3.21	5.00	2.56	7.33	5.11	-7.33	7.00	0.33	7.33	0.73	-2.64	foliage
169.00	131.00	9.00	0.00	0.00	2.39	1.87	9.22	2.12	35.70	30.67	45.78	30.67	-15.11	30.22	-15.11	45.78	0.34	-2.09	cement
174.00	75.00	9.00	0.00	0.00	1.50	0.72	2.39	1.08	41.11	40.33	45.67	37.33	-2.33	13.67	-11.33	45.67	0.18	-1.72	cement
182.00	186.00	9.00	0.11	0.00	3.67	2.04	1.78	1.24	48.44	43.78	59.89	41.67	-14.00	34.33	-20.33	59.89	0.30	-1.97	path
55.00	108.00	9.00	0.00	0.00	6.39	22.51	3.39	10.11	8.67	5.11	14.11	6.78	-10.67	16.33	-5.67	14.11	0.71	-2.28	foliage
156.00	32.00	9.00	0.00	0.00	0.78	0.16	2.61	1.04	136.30	129.78	146.33	132.78	-19.56	30.11	-10.56	146.33	0.11	-2.28	sky
242.00	57.00	9.00	0.00	0.11	2.44	2.35	9.28	2.76	15.37	11.33	20.89	13.89	-12.11	16.56	-4.44	20.89	0.47	-2.37	window
239.00	110.00	9.00	0.00	0.00	0.28	0.06	0.22	0.03	9.44	6.11	15.89	6.33	-10.00	19.33	-9.33	15.89	0.62	-2.12	window
95.00	95.00	9.00	0.00	0.00	0.72	0.82	1.11	0.25	6.48	2.33	12.56	4.56	-12.44	18.22	-5.78	12.56	0.82	-2.32	foliage
138.00	137.00	9.00	0.11	0.00	1.67	1.78	1.00	0.18	7.63	3.11	13.89	5.89	-13.56	18.78	-5.22	13.89	0.78	-2.36	foliage
32.00	88.00	9.00	0.00	0.00	0.83	0.35	1.11	0.72	67.26	57.89	85.00	58.89	-28.11	53.22	-25.11	85.00	0.32	-2.13	cement
68.00	128.00	9.00	0.00	0.00	21.33	5.96	1.33	0.84	35.59	32.11	43.78	30.89	-10.44	24.56	-14.11	43.78	0.32	-1.98	cement
27.00	248.00	9.00	0.11	0.00	1.61	0.65	3.17	1.72	15.30	14.78	12.89	18.22	-1.56	-7.22	8.78	18.22	0.31	1.78	grass
1.00	81.00	9.00	0.00	0.00	12.17	267.46	9.22	205.36	21.33	14.00	30.56	19.44	-22.00	27.67	-5.67	30.56	0.60	-2.44	foliage
119.00	196.00	9.00	0.00	0.00	2.67	2.15	1.39	1.36	53.33	47.33	65.67	47.00	-18.00	37.00	-19.00	65.67	0.29	-2.08	path
163.00	210.00	9.00	0.00	0.00	1.56	0.54	1.50	0.96	11.85	9.33	8.89	17.33	-7.56	-8.89	16.44	17.33	0.49	2.04	grass
118.00	109.00	9.00	0.00	0.11	3.56	2.66	4.00	3.08	13.30	7.00	22.33	10.56	-18.89	27.11	-8.22	22.33	0.69	-2.34	foliage
21.00	122.00	9.00	0.00	0.00	0.44	0.40	0.44	0.40	0.56	0.00	1.22	0.44	-1.67	2.00	-0.33	1.22	0.56	-2.44	foliage
190.00	136.00	9.00	0.00	0.00	2.28	1.53	2.83	0.61	4.85	2.89	8.56	3.11	-5.89	11.11	-5.22	8.56	0.71	-2.12	cement
131.00	214.00	9.00	0.00	0.00	0.78	0.65	1.28	0.24	6.81	5.00	4.78	10.67	-5.44	-6.11	11.56	10.67	0.57	2.06	grass
116.00	245.00	9.00	0.11	0.00	1.39	0.55	2.22	3.94	14.22	11.11	13.11	18.44	-9.33	-3.33	12.67	18.44	0.39	2.40	grass
191.00	162.00	9.00	0.00	0.00	2.61	1.89	14.17	210.92	40.96	34.89	50.11	37.89	-18.22	27.44	-9.22	50.67	0.30	-2.56	path
63.00	158.00	9.00	0.11	0.00	1.00	1.05	1.89	1.29	22.19	16.44	22.22	27.89	-17.22	0.11	17.11	27.89	0.41	2.62	grass
60.00	126.00	9.00	0.00	0.00	0.83	0.61	0.56	0.16	20.11	16.44	27.33	16.56	-11.00	21.67	-10.67	27.33	0.41	-2.10	cement
252.00	201.00	9.00	0.00	0.00	4.61	5.50	5.56	5.80	40.30	35.78	49.00	36.11	-13.56	26.11	-12.56	49.00	0.28	-2.18	path
175.00	212.00	9.00	0.11	0.00	1.00	0.67	1.83	1.35	12.30	10.00	9.00	17.89	-6.89	-9.89	16.78	17.89	0.50	1.97	grass
164.00	202.00	9.00	0.11	0.00	1.50	1.82	1.61	0.83	15.11	12.00	14.78	18.56	-9.33	-1.00	10.33	18.56	0.35	2.52	grass
194.00	183.00	9.00	0.00	0.00	0.78	0.58	2.94	1.63	54.74	49.22	67.78	47.22	-16.56	39.11	-22.56	67.78	0.30	-1.99	path
92.00	68.00	9.00	0.00	0.00	1.06	0.15	0.78	0.65	125.78	115.67	141.00	120.67	-30.33	45.67	-15.33	141.00	0.18	-2.30	sky
20.00	248.00	9.00	0.00	0.00	1.83	0.83	1.67	1.60	13.44	10.56	12.11	17.67	-8.67	-4.00	12.67	17.67	0.40	2.34	grass
65.00	75.00	9.00	0.00	0.00	0.61	0.33	0.72	0.20	21.33	21.11	27.11	15.78	-0.67	17.33	-16.67	27.11	0.42	-1.59	brickface
79.00	95.00	9.00	0.00	0.00	1.67	3.73	2.50	7.19	21.11	21.11	26.22	16.00	0.00	15.33	-15.33	26.22	0.39	-1.56	brickface
204.00	131.00	9.00	0.00	0.00	0.11	0.17	0.11	0.17	0.22	0.00	0.67	0.00	-0.67	1.33	-0.67	0.67	0.67	-2.09	window
73.00	117.00	9.00	0.00	0.00	1.56	0.96	0.61	0.77	1.33	0.22	3.56	0.22	-3.33	6.67	-3.33	3.56	0.97	-2.09	foliage
115.00	182.00	9.00	0.00	0.00	0.56	1.05	0.72	1.14	17.59	15.44	14.00	23.33	-6.44	-10.78	17.22	23.33	0.40	1.94	grass
35.00	62.00	9.00	0.00	0.00	0.78	0.52	1.22	1.05	21.22	20.78	27.22	15.67	-1.33	18.00	-16.67	27.22	0.42	-1.62	brickface
67.00	32.00	9.00	0.00	0.00	0.94	1.06	1.78	1.31	126.22	115.11	142.22	121.33	-33.33	48.00	-14.67	142.22	0.19	-2.33	sky
174.00	152.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
105.00	139.00	9.00	0.00	0.00	0.28	0.11	0.83	0.52	6.11	7.56	7.22	3.56	4.33	3.33	-7.67	7.56	0.53	-0.97	brickface
200.00	193.00	9.00	0.00	0.00	2.56	2.04	4.61	3.59	41.19	37.44	50.00	36.11	-11.22	26.44	-15.22	50.00	0.28	-2.00	path
75.00	67.00	9.00	0.00	0.00	1.44	1.01	1.83	1.54	22.26	22.56	27.89	16.33	0.89	16.89	-17.78	27.89	0.41	-1.52	brickface
78.00	60.00	9.00	0.00	0.00	0.44	0.21	0.78	0.39	109.78	99.56	128.22	101.56	-30.67	55.33	-24.67	128.22	0.22	-2.17	sky
215.00	153.00	9.00	0.00	0.11	19.67	8.04	1.11	3.90	8.33	5.33	13.44	6.22	-9.00	15.33	-6.33	13.44	0.77	-2.14	window
27.00	68.00	9.00	0.00	0.00	1.39	1.49	1.78	5.10	21.59	20.44	28.44	15.89	-3.44	20.56	-17.11	28.44	0.44	-1.70	brickface
14.00	110.00	9.00	0.00	0.00	1.72	5.35	2.67	1.02	17.93	18.89	21.44	13.44	2.89	10.56	-13.44	21.44	0.37	-1.35	brickface
146.00	140.00	9.00	0.00	0.00	1.06	0.46	1.00	0.58	6.33	7.89	7.33	3.78	4.67	3.00	-7.67	8.22	0.54	-0.91	brickface
140.00	116.00	9.00	0.11	0.00	1.78	1.22	0.56	0.50	46.81	42.33	56.56	41.56	-13.44	29.22	-15.78	56.56	0.26	-2.04	cement
188.00	42.00	9.00	0.00	0.00	0.78	0.54	1.67	1.26	108.93	95.67	126.22	104.89	-39.78	51.89	-12.11	126.22	0.24	-2.41	sky
30.00	124.00	9.00	0.00	0.00	0.61	0.11	0.61	0.11	6.00	7.44	7.22	3.33	4.33	3.67	-8.00	7.78	0.57	-0.99	brickface
115.00	130.00	9.00	0.00	0.00	0.56	0.34	0.83	0.57	7.30	8.56	8.67	4.67	3.78	4.11	-7.89	9.00	0.48	-1.06	brickface
225.00	90.00	9.00	0.00	0.00	0.39	0.25	0.56	0.46	6.59	4.67	11.22	3.89	-5.78	13.89	-8.11	11.22	0.65	-1.99	window
232.00	149.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
96.00	84.00	9.00	0.00	0.00	1.50	1.28	1.61	2.29	23.85	23.56	30.00	18.00	-0.89	18.44	-17.56	30.00	0.40	-1.60	brickface
120.00	136.00	9.00	0.00	0.00	0.61	0.42	1.00	0.44	6.26	7.78	7.22	3.78	4.56	2.89	-7.44	8.00	0.53	-0.92	brickface
221.00	201.00	9.00	0.11	0.00	1.44	1.13	2.44	0.83	19.15	14.67	17.67	25.11	-13.44	-4.44	17.89	25.11	0.42	2.39	grass
234.00	27.00	9.00	0.11	0.00	0.83	0.62	2.06	1.36	122.67	111.56	138.67	117.78	-33.33	48.00	-14.67	138.67	0.20	-2.33	sky
117.00	181.00	9.00	0.11	0.00	1.83	1.24	3.00	2.05	46.89	43.00	56.89	40.78	-11.67	30.00	-18.33	56.89	0.28	-1.95	path
96.00	133.00	9.00	0.00	0.00	0.06	0.02	0.22	0.03	0.48	0.00	1.44	0.00	-1.44	2.89	-1.44	1.44	1.00	-2.09	foliage
11.00	163.00	9.00	0.00	0.00	1.06	0.93	2.50	1.31	19.81	17.44	16.67	25.33	-7.11	-9.44	16.56	25.33	0.34	2.00	grass
23.00	86.00	9.00	0.00	0.00	0.89	0.65	1.72	1.31	18.59	18.56	23.56	13.67	-0.11	14.89	-14.78	23.56	0.42	-1.54	brickface
113.00	132.00	9.00	0.00	0.00	0.44	0.34	0.39	0.53	1.30	0.00	3.44	0.44	-3.89	6.44	-2.56	3.44	1.00	-2.20	foliage
37.00	61.00	9.00	0.00	0.00	0.61	0.49	0.56	0.27	109.07	95.11	128.33	103.78	-41.89	57.78	-15.89	128.33	0.26	-2.37	sky
147.00	125.00	9.00	0.00	0.00	6.39	3.92	1.33	0.76	43.22	37.22	55.00	37.44	-18.00	35.33	-17.33	55.00	0.32	-2.10	cement
9.00	130.00	9.00	0.00	0.00	0.06	0.02	2.61	6.24	1.74	1.00	3.22	1.00	-2.22	4.44	-2.22	3.22	0.55	-2.09	window
252.00	71.00	9.00	0.00	0.00	0.72	0.33	1.33	0.71	89.15	72.78	115.56	79.11	-49.11	79.22	-30.11	115.56	0.37	-2.25	sky
118.00	180.00	9.00	0.00	0.00	1.94	1.48	3.11	1.09	48.56	44.11	59.00	42.56	-13.33	31.33	-18.00	59.00	0.28	-2.00	path
83.00	126.00	9.00	0.00	0.00	0.72	0.53	0.94	0.57	11.19	5.22	20.00	8.33	-17.89	26.44	-8.56	20.00	0.74	-2.31	foliage
119.00	169.00	9.00	0.00	0.00	1.17	0.98	1.00	0.92	25.96	20.89	25.00	32.00	-15.22	-2.89	18.11	32.00	0.35	2.48	grass
254.00	73.00	9.00	0.00	0.00	6.67	7.87	9.44	12.33	34.70	20.56	57.33	26.22	-42.44	67.89	-25.44	57.33	0.65	-2.26	foliage
221.00	69.00	9.00	0.00	0.00	1.56	0.81	0.72	0.85	36.96	36.67	40.22	34.00	-0.89	9.78	-8.89	40.22	0.15	-1.64	cement
178.00	183.00	9.00	0.11	0.00	2.72	2.40	4.67	3.70	55.74	49.67	69.67	47.89	-18.22	41.78	-23.56	69.67	0.31	-2.01	path
22.00	125.00	9.00	0.00	0.00	2.28	1.81	2.44	1.34	58.22	50.22	73.78	50.67	-24.00	46.67	-22.67	73.78	0.32	-2.11	cement
58.00	140.00	9.00	0.00	0.00	0.06	0.02	0.22	0.03	0.26	0.00	0.78	0.00	-0.78	1.56	-0.78	0.78	0.78	-2.09	window
197.00	121.00	9.00	0.00	0.00	21.67	17.36	0.94	0.90	41.04	37.44	49.44	36.22	-10.78	25.22	-14.44	49.44	0.28	-2.00	cement
210.00	73.00	9.00	0.00	0.00	1.33	0.97	1.00	0.82	42.26	40.56	47.33	38.89	-5.11	15.22	-10.11	47.33	0.18	-1.89	cement
174.00	50.00	9.00	0.00	0.00	1.00	0.76	0.94	0.95	107.44	94.67	125.78	101.89	-38.33	55.00	-16.67	125.78	0.25	-2.34	sky
230.00	98.00	9.00	0.00	0.00	0.39	0.15	0.39	0.06	1.41	0.00	4.11	0.11	-4.22	8.11	-3.89	4.11	1.00	-2.11	foliage
52.00	170.00	9.00	0.00	0.00	0.56	0.46	0.94	0.39	25.44	20.11	25.33	30.89	-16.00	-0.33	16.33	30.89	0.35	2.60	grass
240.00	16.00	9.00	0.00	0.00	0.44	0.16	1.67	1.16	102.52	87.56	125.00	95.00	-44.89	67.44	-22.56	125.00	0.30	-2.30	sky
239.00	143.00	9.00	0.00	0.00	0.33	0.04	0.67	0.13	4.52	6.11	5.44	2.00	4.78	2.78	-7.56	6.11	0.67	-0.88	brickface
216.00	126.00	9.00	0.00	0.00	0.56	0.21	0.56	0.07	4.93	6.44	5.78	2.56	4.56	2.56	-7.11	6.56	0.61	-0.88	brickface
58.00	109.00	9.00	0.00	0.00	0.89	0.25	2.83	1.68	4.30	1.44	8.44	3.00	-8.56	12.44	-3.89	8.44	0.86	-2.28	foliage
199.00	66.00	9.00	0.00	0.00	1.28	1.57	1.44	2.87	122.56	111.00	139.78	116.89	-34.67	51.67	-17.00	139.78	0.21	-2.31	sky
9.00	72.00	9.00	0.00	0.00	0.78	0.56	1.50	0.74	125.44	114.11	141.11	121.11	-34.00	47.00	-13.00	141.11	0.19	-2.37	sky
250.00	176.00	9.00	0.00	0.11	1.61	1.06	3.44	1.70	53.67	47.11	67.67	46.22	-19.67	42.00	-22.33	67.67	0.32	-2.05	path
201.00	40.00	9.00	0.00	0.00	1.06	0.60	1.50	1.54	123.78	113.33	139.67	118.33	-31.33	47.67	-16.33	139.67	0.19	-2.29	sky
76.00	81.00	9.00	0.11	0.00	1.89	1.67	1.33	2.40	22.70	22.33	28.78	17.00	-1.11	18.22	-17.11	28.78	0.41	-1.61	brickface
242.00	148.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
112.00	197.00	9.00	0.00	0.00	4.22	2.99	4.94	3.12	50.33	44.67	62.22	44.11	-17.00	35.67	-18.67	62.22	0.30	-2.07	path
163.00	43.00	9.00	0.00	0.00	0.83	0.43	0.83	0.61	126.48	117.33	140.56	121.56	-27.44	42.22	-14.78	140.56	0.17	-2.28	sky
2.00	190.00	9.00	0.00	0.00	2.56	1.45	2.50	2.97	31.67	28.00	40.11	26.89	-11.00	25.33	-14.33	40.11	0.33	-2.01	path
103.00	185.00	9.00	0.00	0.00	1.83	4.66	9.89	94.92	30.89	27.78	37.00	27.89	-9.33	18.33	-9.00	37.56	0.25	-2.45	path
124.00	191.00	9.00	0.00	0.00	3.50	2.74	3.28	2.80	59.74	52.89	74.78	51.56	-20.56	45.11	-24.56	74.78	0.31	-2.04	path
9.00	171.00	9.00	0.00	0.00	1.50	1.01	2.78	1.64	45.93	41.00	57.22	39.56	-14.78	33.89	-19.11	57.22	0.31	-2.01	path
93.00	29.00	9.00	0.00	0.00	1.22	1.23	1.39	1.57	128.48	119.00	142.78	123.67	-28.44	42.89	-14.44	142.78	0.17	-2.30	sky
116.00	245.00	9.00	0.00	0.00	2.28	1.16	2.28	1.50	16.37	13.56	14.33	21.22	-8.44	-6.11	14.56	21.22	0.38	2.20	grass
8.00	102.00	9.00	0.00	0.00	1.89	1.85	1.94	3.26	17.93	18.56	21.89	13.33	1.89	11.89	-13.78	21.89	0.39	-1.45	brickface
189.00	107.00	9.00	0.00	0.00	2.67	0.70	0.83	0.72	27.78	23.44	35.11	24.78	-13.00	22.00	-9.00	35.11	0.33	-2.20	window
207.00	217.00	9.00	0.00	0.00	0.78	0.47	2.06	0.91	6.30	5.00	4.22	9.67	-3.89	-6.22	10.11	9.67	0.58	1.98	grass
39.00	246.00	9.00	0.11	0.00	2.28	3.26	1.83	2.43	15.37	12.56	13.11	20.44	-8.44	-6.78	15.22	20.44	0.39	2.17	grass
166.00	185.00	9.00	0.00	0.00	1.94	0.25	2.00	0.21	54.22	48.56	67.22	46.89	-17.00	39.00	-22.00	67.22	0.30	-2.01	path
177.00	181.00	9.00	0.00	0.00	4.28	1.73	2.56	1.49	60.63	53.67	75.67	52.56	-20.89	45.11	-24.22	75.67	0.31	-2.04	path
68.00	135.00	9.00	0.00	0.00	0.83	0.48	0.33	0.27	6.22	4.00	10.44	4.22	-6.67	12.67	-6.00	10.44	0.62	-2.13	window
206.00	105.00	9.00	0.00	0.00	0.28	0.06	0.61	0.15	50.19	45.67	60.89	44.00	-13.56	32.11	-18.56	60.89	0.28	-1.99	cement
6.00	81.00	9.00	0.00	0.11	4.11	8.74	5.72	28.51	12.48	7.67	18.89	10.89	-14.44	19.22	-4.78	18.89	0.63	-2.39	foliage
107.00	21.00	9.00	0.00	0.00	0.67	0.52	1.17	0.41	126.78	115.78	141.89	122.67	-33.00	45.33	-12.33	141.89	0.18	-2.37	sky
253.00	201.00	9.00	0.00	0.00	3.00	2.69	2.83	2.34	43.96	39.22	53.89	38.78	-14.22	29.78	-15.56	53.89	0.28	-2.07	path
127.00	143.00	9.00	0.00	0.00	1.50	0.12	0.89	0.61	4.19	0.89	9.44	2.22	-9.89	15.78	-5.89	9.44	0.92	-2.26	foliage
125.00	56.00	9.00	0.00	0.00	2.67	3.64	2.72	1.57	28.63	26.11	37.67	22.11	-7.56	27.11	-19.56	37.67	0.41	-1.82	brickface
156.00	32.00	9.00	0.00	0.00	0.78	0.16	2.61	1.04	136.30	129.78	146.33	132.78	-19.56	30.11	-10.56	146.33	0.11	-2.28	sky
201.00	183.00	9.00	0.00	0.00	1.89	1.92	2.33	1.79	52.63	47.44	65.11	45.33	-15.56	37.44	-21.89	65.11	0.30	-1.98	path
54.00	126.00	9.00	0.11	0.00	2.78	2.70	3.39	2.27	23.30	21.00	28.89	20.00	-6.89	16.78	-9.89	28.89	0.31	-1.97	cement
7.00	134.00	9.00	0.00	0.00	0.06	0.02	0.06	0.02	0.04	0.00	0.11	0.00	-0.11	0.22	-0.11	0.11	0.11	-2.09	foliage
210.00	153.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
46.00	154.00	9.00	0.11	0.00	3.17	8.21	1.61	1.22	6.37	9.67	4.67	4.78	9.89	-5.11	-4.78	9.67	0.56	0.00	window
94.00	144.00	9.00	0.00	0.00	0.44	0.12	0.50	0.17	1.15	0.00	3.44	0.00	-3.44	6.89	-3.44	3.44	1.00	-2.09	foliage
233.00	197.00	9.00	0.00	0.11	3.89	2.79	2.00	1.26	49.74	44.33	61.44	43.44	-16.22	35.11	-18.89	61.44	0.29	-2.04	path
155.00	127.00	9.00	0.00	0.00	2.17	1.71	15.39	4.14	36.52	35.89	41.00	32.67	-1.89	13.44	-11.56	41.00	0.20	-1.68	cement
76.00	135.00	9.00	0.00	0.00	0.44	0.12	0.83	0.12	5.00	6.89	5.44	2.67	5.67	1.33	-7.00	6.89	0.61	-0.69	brickface
21.00	216.00	9.00	0.11	0.00	3.83	0.70	0.83	0.48	16.56	13.11	14.00	22.56	-10.33	-7.67	18.00	22.56	0.43	2.21	grass
113.00	34.00	9.00	0.00	0.00	2.00	1.14	0.83	0.84	72.89	65.00	89.11	64.56	-23.67	48.67	-25.00	89.11	0.28	-2.08	cement
4.00	248.00	9.00	0.00	0.00	3.33	1.81	3.22	1.26	19.56	15.56	16.67	26.44	-12.00	-8.67	20.67	26.44	0.42	2.21	grass
22.00	200.00	9.00	0.00	0.00	2.89	2.41	4.83	2.62	54.70	47.89	69.00	47.22	-20.44	42.89	-22.44	69.00	0.32	-2.07	path
173.00	152.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	window
121.00	112.00	9.00	0.00	0.00	2.39	1.77	0.50	0.28	23.70	19.44	32.33	19.33	-12.78	25.89	-13.11	32.33	0.41	-2.09	window
157.00	57.00	9.00	0.00	0.00	1.22	0.47	1.22	0.83	124.70	114.22	139.67	120.22	-31.44	44.89	-13.44	139.67	0.18	-2.34	sky
4.00	189.00	9.00	0.00	0.00	2.06	3.89	11.72	114.60	26.44	23.44	33.00	22.89	-9.00	19.67	-10.67	33.00	0.27	-2.10	path
144.00	118.00	9.00	0.00	0.00	0.56	0.39	0.67	0.40	6.44	7.56	8.11	3.67	3.33	5.00	-8.33	8.44	0.56	-1.13	brickface
220.00	61.00	9.00	0.00	0.00	0.28	0.14	0.56	0.27	6.89	4.56	12.00	4.11	-7.00	15.33	-8.33	12.00	0.66	-2.04	window
205.00	190.00	9.00	0.00	0.00	1.28	1.00	1.61	1.12	49.48	44.78	60.67	43.00	-14.11	33.56	-19.44	60.67	0.29	-1.99	path
222.00	244.00	9.00	0.11	0.00	2.94	0.64	2.28	2.15	10.37	9.67	9.78	11.67	-2.11	-1.78	3.89	11.89	0.23	2.32	grass
241.00	137.00	9.00	0.00	0.11	4.28	18.69	3.83	37.50	5.00	2.56	9.00	3.44	-7.33	12.00	-4.67	9.00	0.84	-2.19	foliage
206.00	12.00	9.00	0.00	0.00	2.61	1.48	4.50	3.36	11.44	8.44	17.67	8.22	-9.00	18.67	-9.67	17.67	0.54	-2.06	window
201.00	191.00	9.00	0.00	0.00	1.00	0.76	2.94	1.02	49.19	44.67	59.78	43.11	-13.56	31.78	-18.22	59.78	0.28	-2.00	path
137.00	182.00	9.00	0.00	0.00	1.83	3.86	3.61	9.22	34.93	31.44	42.89	30.44	-10.44	23.89	-13.44	42.89	0.29	-2.00	path
68.00	198.00	9.00	0.00	0.11	2.89	2.88	3.06	2.87	58.07	51.44	71.89	50.89	-19.89	41.44	-21.56	71.89	0.29	-2.06	path
228.00	182.00	9.00	0.11	0.00	0.89	0.69	0.78	0.66	16.78	14.56	12.78	23.00	-6.67	-12.00	18.67	23.00	0.44	1.92	grass
90.00	134.00	9.00	0.00	0.00	0.39	0.02	0.94	0.15	2.11	1.00	4.67	0.67	-3.33	7.67	-4.33	4.67	0.88	-2.01	window
236.00	77.00	9.00	0.00	0.00	22.17	15.47	7.72	8.37	32.78	30.22	37.67	30.44	-7.67	14.67	-7.00	37.67	0.23	-2.12	cement
19.00	63.00	9.00	0.00	0.00	1.28	1.57	2.11	3.10	20.93	19.67	27.78	15.33	-3.78	20.56	-16.78	27.78	0.45	-1.73	brickface
57.00	199.00	9.00	0.00	0.00	3.83	2.65	6.39	3.47	54.96	47.89	69.22	47.78	-21.22	42.78	-21.56	69.22	0.32	-2.08	path
106.00	107.00	9.00	0.00	0.00	1.11	0.72	0.67	0.42	22.56	13.00	36.00	18.67	-28.67	40.33	-11.67	36.00	0.64	-2.35	foliage
86.00	197.00	9.00	0.11	0.11	1.61	1.45	1.28	1.10	63.22	56.22	77.78	55.67	-21.00	43.67	-22.67	77.78	0.29	-2.07	path
12.00	56.00	9.00	0.22	0.00	1.22	0.21	1.33	1.02	19.85	19.44	25.44	14.67	-1.22	16.78	-15.56	25.44	0.42	-1.62	brickface
38.00	241.00	9.00	0.00	0.00	2.06	0.57	1.56	1.42	14.33	10.89	14.00	18.11	-10.33	-1.00	11.33	18.11	0.40	2.54	grass
180.00	97.00	9.00	0.00	0.00	0.94	0.33	1.00	0.67	134.37	126.56	145.44	131.11	-23.44	33.22	-9.78	145.44	0.13	-2.35	sky
37.00	103.00	9.00	0.00	0.00	1.78	2.13	2.94	3.42	3.85	1.89	6.22	3.44	-5.89	7.11	-1.22	6.22	0.80	-2.50	foliage
62.00	123.00	9.00	0.00	0.00	0.44	0.21	0.50	0.12	5.81	7.56	6.67	3.22	5.22	2.56	-7.78	7.56	0.57	-0.84	brickface
124.00	113.00	9.00	0.00	0.00	0.39	0.39	0.28	0.33	0.96	0.00	2.78	0.11	-2.89	5.44	-2.56	2.78	1.00	-2.12	foliage
249.00	87.00	9.00	0.00	0.00	14.39	327.26	13.39	62.02	31.70	28.22	39.44	27.44	-10.44	23.22	-12.78	39.44	0.31	-2.01	cement
